cellIndex,gene_name,unsplice,splice,unsplice_predict,splice_predict,alpha,beta,gamma,loss
0,Cnpy1,0.0,1.7658921,29656.182,1.4760649,156.7504,202.42485,217.5333,0.12602535
1,Cnpy1,0.42955613,2.6130924,29710.586,2.3854425,157.03629,202.41664,217.53412,0.12602535
2,Cnpy1,0.0,3.4826314,29564.727,2.9109678,156.267,202.4641,217.56233,0.12602535
3,Cnpy1,0.8969129,4.963505,29693.588,4.5689807,156.94463,202.44034,217.55914,0.12602535
4,Cnpy1,0.0,0.5097278,29723.346,0.42607683,157.1054,202.39609,217.51204,0.12602535
5,Cnpy1,0.0,4.9051805,29489.09,4.0999207,155.86722,202.49661,217.58632,0.12602535
6,Cnpy1,0.27441695,4.1694813,29591.605,3.6136436,156.408,202.46217,217.56529,0.12602535
7,Cnpy1,0.0,5.645375,29449.803,4.718548,155.65956,202.5135,217.59885,0.12602535
8,Cnpy1,0.0,5.7756658,29442.887,4.827439,155.623,202.51651,217.60104,0.12602535
9,Cnpy1,0.0,5.020478,29482.973,4.1962833,155.83488,202.49924,217.58827,0.12602535
10,Cnpy1,0.0,6.566326,29400.963,5.4882255,155.40141,202.53458,217.6144,0.12602535
11,Cnpy1,0.8257529,4.7898846,29686.342,4.3905244,156.90662,202.44093,217.55846,0.12602535
12,Cnpy1,0.32536572,4.9400516,29562.383,4.281566,156.25334,202.47652,217.57669,0.12602535
13,Cnpy1,0.5100328,6.971888,29497.049,6.066284,155.9073,202.5111,217.60522,0.12602535
14,Cnpy1,1.4262749,2.7295437,29936.451,2.9495523,158.22626,202.35526,217.50479,0.12602535
15,Cnpy1,0.4215482,1.562737,29764.861,1.5037239,157.3232,202.39314,217.51663,0.12602535
16,Cnpy1,0.0,5.3349957,29466.275,4.459146,155.74663,202.50642,217.5936,0.12602535
17,Cnpy1,0.75094944,1.3555924,29852.627,1.4848336,157.78583,202.36722,217.50278,0.12602535
18,Cnpy1,0.36415383,1.4434458,29757.895,1.3771275,157.2866,202.39409,217.5164,0.12602535
19,Cnpy1,1.3209668,1.6534358,29969.67,2.000685,158.40224,202.3374,217.4899,0.12602535
20,Cnpy1,2.2890651,4.432994,30046.584,4.777419,158.80504,202.33875,217.50645,0.12602535
21,Cnpy1,3.9484837,5.9388924,30355.158,6.8127084,160.42961,202.26654,217.47981,0.12602535
22,Cnpy1,0.0,0.92137754,29701.258,0.7701662,156.98865,202.40555,217.51906,0.12602535
23,Cnpy1,0.0,0.7971957,29707.889,0.6663657,157.0237,202.4027,217.51694,0.12602535
24,Cnpy1,0.0,0.7050032,29712.816,0.589304,157.04974,202.4006,217.5154,0.12602535
25,Cnpy1,1.4486011,2.6016726,29948.537,2.8531122,158.29005,202.35089,217.50194,0.12602535
26,Cnpy1,1.7832785,1.2734687,30098.338,1.8994147,159.08054,202.29903,217.469,0.12602535
27,Cnpy1,0.0,9.970721,29220.953,8.333233,154.44995,202.61238,217.6719,0.12602535
28,Cnpy1,1.7470851,0.0,30157.654,0.8178386,159.39421,202.27211,217.44836,0.12602535
29,Cnpy1,0.69592446,1.4111202,29836.836,1.5054839,157.70256,202.37206,217.50546,0.12602535
30,Cnpy1,13.45094,1.671634,32909.39,7.672757,173.89337,201.5764,217.10802,0.12602535
31,Cnpy1,0.0,0.82492995,29706.408,0.68954813,157.01587,202.40334,217.51741,0.12602535
32,Cnpy1,2.6576045,2.9528549,30212.918,3.7124817,159.68277,202.28123,217.4699,0.12602535
33,Cnpy1,2.0742278,2.303995,30110.982,2.8970807,159.14624,202.30388,217.47726,0.12602535
34,Cnpy1,4.9244633,3.9444652,30694.957,5.6013527,162.22186,202.15822,217.41548,0.12602535
35,Cnpy1,0.2886707,3.743294,29617.613,3.264108,156.54543,202.4515,217.55765,0.12602535
36,Cnpy1,0.0,4.801121,29494.63,4.012951,155.8965,202.49422,217.58456,0.12602535
37,Cnpy1,0.0,5.044803,29481.68,4.2166133,155.82805,202.4998,217.5887,0.12602535
38,Cnpy1,0.0,6.773444,29389.992,5.6613197,155.34343,202.5393,217.6179,0.12602535
39,Cnpy1,1.8725861,6.953961,29813.973,6.689732,157.57716,202.42314,217.56213,0.12602535
40,Cnpy1,0.0,5.7039046,29446.693,4.7674646,155.64313,202.51486,217.59984,0.12602535
41,Cnpy1,1.7845885,5.075351,29894.158,5.078223,158.00133,202.38585,217.53317,0.12602535
42,Cnpy1,0.41936028,5.7891874,29538.951,5.035318,156.12915,202.48987,217.58807,0.12602535
43,Cnpy1,1.0780663,5.7765465,29692.227,5.3334193,156.93675,202.4473,217.56718,0.12602535
44,Cnpy1,0.5247152,4.2248654,29646.652,3.7772195,156.698,202.44736,217.55835,0.12602535
45,Cnpy1,1.0439645,2.261478,29872.367,2.3792853,157.88902,202.36913,217.5089,0.12602535
46,Cnpy1,0.6042175,0.34341207,29872.723,0.5700184,157.89261,202.35352,217.49028,0.12602535
47,Cnpy1,0.9491132,1.7293203,29878.785,1.89003,157.92331,202.36305,217.50288,0.12602535
48,Cnpy1,0.9208477,3.6576385,29768.922,3.488675,157.34273,202.40895,217.53632,0.12602535
49,Cnpy1,4.3862653,5.424163,30486.56,6.5870523,161.12245,202.22665,217.45735,0.12602535
50,Cnpy1,0.26933047,3.2819157,29637.717,2.8694124,156.65176,202.44221,217.55043,0.12602535
51,Cnpy1,1.9826523,8.710309,29745.611,8.209323,157.21541,202.45622,217.58833,0.12602535
52,Cnpy1,9.621863,13.121754,31314.459,15.468799,165.47809,202.06616,217.423,0.12602535
53,Cnpy1,5.3835874,14.12552,30249.658,14.328,159.86642,202.36148,217.57301,0.12602535
54,Cnpy1,3.4070485,4.682484,30295.658,5.5090723,160.1172,202.27261,217.47559,0.12602535
55,Cnpy1,2.715252,0.29557735,30369.342,1.5177946,160.50934,202.21661,217.42291,0.12602535
56,Cnpy1,0.43410078,2.9515061,29693.564,2.6704378,156.9463,202.42406,217.53969,0.12602535
57,Cnpy1,0.28406134,1.205116,29752.018,1.1403966,157.25584,202.3938,217.51492,0.12602535
58,Cnpy1,0.51856345,1.547771,29788.23,1.5366515,157.44633,202.38655,217.51332,0.12602535
59,Cnpy1,0.74597615,5.411286,29634.69,4.8725305,156.63391,202.46025,217.57143,0.12602535
60,Cnpy1,0.0,2.6635275,29608.342,2.226345,156.49753,202.44537,217.54848,0.12602535
61,Cnpy1,6.4390693,6.2328253,30930.617,8.2223215,163.46161,202.1132,217.40657,0.12602535
62,Cnpy1,11.227341,0.97165483,32389.377,6.0530615,171.15343,201.69142,217.16602,0.12602535
63,Cnpy1,15.540173,70.53295,29517.004,66.22211,155.95465,203.04272,218.22737,0.12602535
64,Cnpy1,0.0,4.0359883,29535.29,3.3734646,156.1114,202.47675,217.57167,0.12602535
65,Cnpy1,0.0,4.21004,29526.033,3.5189357,156.06248,202.48071,217.57458,0.12602535
66,Cnpy1,0.0,2.1817687,29634.014,1.8236741,156.63322,202.43437,217.54034,0.12602535
67,Cnpy1,1.5610825,16.894863,29213.691,14.851566,154.40553,202.67036,217.7398,0.12602535
68,Cnpy1,2.493122,6.0142727,30009.225,6.194797,158.60678,202.36179,217.52678,0.12602535
69,Cnpy1,0.48387724,6.244773,29529.648,5.446326,156.07971,202.49614,217.59375,0.12602535
70,Cnpy1,0.55503565,7.1950665,29495.586,6.2739034,155.8994,202.5133,217.60757,0.12602535
71,Cnpy1,0.5100328,5.505604,29575.021,4.840797,156.31943,202.47758,217.58044,0.12602535
72,Cnpy1,0.65780324,5.2668924,29621.95,4.7105284,156.56691,202.46263,217.5718,0.12602535
73,Cnpy1,0.0,5.3217883,29466.975,4.448108,155.75032,202.50613,217.59335,0.12602535
74,Cnpy1,0.5041013,2.6615305,29725.31,2.4608502,157.11383,202.41296,217.53258,0.12602535
75,Cnpy1,1.5975342,3.5998685,29929.701,3.7572634,158.18993,202.36414,217.51411,0.12602535
76,Cnpy1,0.63699526,1.646701,29810.5,1.6748118,157.56358,202.38121,217.51128,0.12602535
77,Cnpy1,0.5881182,3.1620896,29718.086,2.9186065,157.0753,202.41899,217.53839,0.12602535
78,Cnpy1,1.2123458,1.281107,29964.3,1.6385872,158.37428,202.33588,217.48705,0.12602535
79,Cnpy1,0.0,4.8612294,29491.432,4.0631876,155.8796,202.4956,217.58557,0.12602535
80,Cnpy1,1.1242727,6.2409086,29678.166,5.7431955,156.86224,202.45494,217.57358,0.12602535
81,Cnpy1,4.2397995,13.756488,30001.266,13.484216,158.55795,202.42651,217.60269,0.12602535
82,Cnpy1,0.45609263,1.3885717,29782.21,1.3743193,157.41476,202.38693,217.51259,0.12602535
83,Cnpy1,0.0,0.0,29750.857,0.0,157.25081,202.3843,217.50331,0.12602535
84,Cnpy1,0.43346938,1.1776936,29788.236,1.1874512,157.4467,202.38358,217.50975,0.12602535
85,Cnpy1,0.35532644,1.0125983,29778.889,1.0128504,157.3976,202.38481,217.50941,0.12602535
86,Cnpy1,0.0,1.0304573,29695.432,0.86134297,156.95786,202.40805,217.52089,0.12602535
87,Cnpy1,2.0524058,4.407199,29992.594,4.645083,158.52058,202.35335,217.51349,0.12602535
88,Cnpy1,5.5503387,23.012487,29810.346,21.834177,157.54376,202.55388,217.71788,0.12602535
89,Cnpy1,2.577071,0.32771555,30335.107,1.48005,160.32893,202.22624,217.4278,0.12602535
90,Cnpy1,0.0,9.464744,29247.656,7.910413,154.5911,202.60081,217.66335,0.12602535
91,Cnpy1,10.086075,16.07468,31262.621,18.154858,165.2023,202.10384,217.4583,0.12602535
92,Cnpy1,12.6706085,0.6210374,32772.36,6.430857,173.17209,201.59814,217.11446,0.12602535
93,Cnpy1,0.0,3.2532268,29576.94,2.7192287,156.33156,202.45886,217.55846,0.12602535
94,Cnpy1,2.1260836,0.22651678,30234.508,1.184515,159.79897,202.25293,217.4403,0.12602535
95,Cnpy1,12.171228,0.7995951,32636.271,6.3481116,172.45473,201.63173,217.1333,0.12602535
96,Cnpy1,0.0,3.7302892,29551.553,3.1179616,156.19737,202.46976,217.5665,0.12602535
97,Cnpy1,6.8618994,23.07083,30113.57,22.497139,159.1414,202.4711,217.6777,0.12602535
98,Cnpy1,0.9362759,4.5211067,29726.354,4.2176437,157.11768,202.42769,217.55043,0.12602535
99,Cnpy1,3.4055927,5.975988,30225.293,6.58979,159.74529,202.30228,217.49747,0.12602535
100,Cnpy1,1.4012685,2.9194987,29920.408,3.0966349,158.14157,202.3612,217.50879,0.12602535
101,Cnpy1,0.49009845,3.9730475,29652.05,3.5505226,156.72665,202.44382,217.55519,0.12602535
102,Cnpy1,1.1112916,0.26730198,29994.861,0.74377763,158.53621,202.31914,217.47299,0.12602535
103,Cnpy1,0.8384631,0.2151455,29934.045,0.5724643,158.21584,202.3355,217.48068,0.12602535
104,Cnpy1,1.074281,1.0992494,29941.814,1.4219307,158.25597,202.3406,217.48828,0.12602535
105,Cnpy1,1.2664597,4.2516165,29817.56,4.1470385,157.59846,202.40031,217.5355,0.12602535
106,Cnpy1,0.0,3.4218018,29567.963,2.8601263,156.2841,202.46269,217.56126,0.12602535
107,Cnpy1,0.0,0.0,29750.857,0.0,157.25081,202.3843,217.50331,0.12602535
108,Cnpy1,2.1132448,5.854915,29929.014,5.8837485,158.1843,202.38254,217.536,0.12602535
109,Cnpy1,41.423294,113.63245,33165.06,114.34856,175.13654,202.59404,218.1832,0.12602535
110,Cnpy1,2.7138124,10.292736,29831.045,9.87445,157.66414,202.44539,217.59213,0.12602535
111,Cnpy1,0.0,2.7405035,29604.242,2.290684,156.47586,202.44713,217.54979,0.12602535
112,Cnpy1,2.7138124,9.894115,29852.404,9.541264,157.77704,202.43628,217.58537,0.12602535
113,Cnpy1,0.550927,0.7802186,29836.86,0.9102038,157.70325,202.36693,217.49936,0.12602535
114,Cnpy1,3.2290165,15.277836,29684.277,14.282351,156.88638,202.52625,217.66013,0.12602535
115,Cnpy1,0.93541,4.9363637,29703.97,4.56433,156.99937,202.43723,217.5575,0.12602535
116,Cnpy1,0.36691257,1.1190096,29775.893,1.1072258,157.38171,202.3865,217.51086,0.12602535
117,Cnpy1,0.0,0.20050675,29740.043,0.16760257,157.19365,202.38895,217.50673,0.12602535
118,Cnpy1,1.3504149,6.738769,29704.078,6.265269,156.99832,202.45178,217.57487,0.12602535
119,Cnpy1,0.7439779,4.03359,29707.736,3.720069,157.02,202.42888,217.54826,0.12602535
120,Cnpy1,0.85131025,1.3410167,29876.809,1.5196425,157.91324,202.36044,217.49939,0.12602535
121,Cnpy1,9.6200285,25.539488,30630.086,25.85098,161.86081,202.35263,217.63286,0.12602535
122,Cnpy1,21.664629,34.21833,33101.555,38.725704,174.87724,201.84454,217.40393,0.12602535
123,Cnpy1,6.5779405,10.274677,30741.941,11.6669235,162.46379,202.19667,217.47049,0.12602535
124,Cnpy1,0.0,2.3895845,29622.938,1.9973747,156.57468,202.4391,217.54385,0.12602535
125,Cnpy1,0.0,0.3488585,29732.035,0.2916084,157.15132,202.39236,217.50928,0.12602535
126,Cnpy1,0.0,0.8343937,29705.902,0.6974586,157.0132,202.40356,217.51758,0.12602535
127,Cnpy1,2.552016,1.9614077,30241.707,2.8342047,159.83536,202.26535,217.45647,0.12602535
128,Cnpy1,0.0,0.507505,29723.469,0.42421883,157.10605,202.39604,217.51198,0.12602535
129,Cnpy1,0.0,0.27036533,29736.271,0.22599676,157.17372,202.39055,217.50793,0.12602535
130,Cnpy1,0.729998,3.7304199,29720.686,3.4601138,157.08852,202.42287,217.54356,0.12602535
131,Cnpy1,0.5881182,2.4523048,29756.021,2.325318,157.27582,202.40277,217.52643,0.12602535
132,Cnpy1,1.4293728,2.4566102,29951.832,2.7228465,158.30754,202.3488,217.50008,0.12602535
133,Cnpy1,2.1139402,3.7599869,30041.818,4.1328464,158.78053,202.33461,217.50061,0.12602535
134,Cnpy1,0.98901826,0.28376114,29965.469,0.7003027,158.38133,202.3274,217.47714,0.12602535
135,Cnpy1,1.400031,2.2505465,29956.053,2.5368524,158.32997,202.34598,217.49751,0.12602535
136,Cnpy1,1.3579042,0.22052413,30054.918,0.8200935,158.8527,202.30223,217.46443,0.12602535
137,Cnpy1,0.8384631,0.0,29945.504,0.39261132,158.2764,202.33049,217.47693,0.12602535
138,Cnpy1,0.5577816,0.0,29880.209,0.26120517,157.93236,202.34853,217.48573,0.12602535
139,Cnpy1,0.0,0.42103603,29728.137,0.35194066,157.13072,202.39404,217.51053,0.12602535
140,Cnpy1,0.0,1.0175114,29696.121,0.85052186,156.9615,202.40773,217.52068,0.12602535
141,Cnpy1,12.181648,17.626715,31689.713,20.430405,167.4516,202.01418,217.41872,0.12602535
142,Cnpy1,0.0,0.16426261,29742.006,0.13730636,157.20403,202.38809,217.50612,0.12602535
143,Cnpy1,8.172855,26.08846,30258.238,25.633005,159.90097,202.45749,217.68755,0.12602535
144,Cnpy1,1.4783247,5.236225,29814.162,5.069278,157.5797,202.4092,217.5455,0.12602535
145,Cnpy1,2.740788,15.226627,29573.863,14.010742,156.30469,202.55644,217.6746,0.12602535
146,Cnpy1,2.6119106,9.542511,29847.51,9.199652,157.75156,202.43481,217.58263,0.12602535
147,Cnpy1,2.3121433,9.563863,29776.578,9.077094,157.3778,202.45456,217.5924,0.12602535
148,Cnpy1,0.5248341,3.5711975,29681.549,3.2309144,156.88245,202.4324,217.54732,0.12602535
149,Cnpy1,0.7899931,1.8934063,29832.908,1.9526833,157.68143,202.37701,217.51067,0.12602535
150,Cnpy1,2.9148612,4.7081933,30178.494,5.300323,159.49983,202.30484,217.49149,0.12602535
151,Cnpy1,8.336622,12.987836,31012.902,14.75698,163.88916,202.14568,217.4611,0.12602535
152,Cnpy1,2.2784843,3.9961467,30067.633,4.407278,158.91634,202.32945,217.49942,0.12602535
153,Cnpy1,7.4928727,15.096514,30695.752,16.12603,162.21611,202.24812,217.52322,0.12602535
154,Cnpy1,16.173067,22.042892,32434.52,25.984087,171.37286,201.88109,217.36787,0.12602535
155,Cnpy1,0.0,0.23589161,29738.129,0.1971805,157.18353,202.38976,217.50734,0.12602535
156,Cnpy1,3.238636,0.3468565,30490.02,1.8053597,161.14517,202.18411,217.40729,0.12602535
157,Cnpy1,10.042357,0.25088513,32133.436,4.898513,169.8052,201.74506,217.19104,0.12602535
158,Cnpy1,0.0,0.90927136,29701.9,0.7600471,156.99205,202.40527,217.51884,0.12602535
159,Cnpy1,0.0,2.8732312,29597.168,2.401621,156.43848,202.45015,217.55202,0.12602535
160,Cnpy1,0.3109111,0.15380533,29814.705,0.27417776,157.58708,202.36795,217.49617,0.12602535
161,Cnpy1,0.0,0.3672946,29731.04,0.3070189,157.14606,202.3928,217.5096,0.12602535
162,Cnpy1,0.0,0.54692507,29721.342,0.4571694,157.0948,202.39697,217.51268,0.12602535
163,Cnpy1,0.0,0.78295994,29708.648,0.65446633,157.02771,202.40239,217.51672,0.12602535
164,Cnpy1,0.0,0.33795664,29732.623,0.28249562,157.15443,202.3921,217.5091,0.12602535
165,Cnpy1,9.521154,18.905203,30970.627,20.258047,163.66113,202.20502,217.52385,0.12602535
166,Cnpy1,2.2644644,2.275291,30157.162,2.962097,159.38962,202.29102,217.47081,0.12602535
167,Cnpy1,1.9250425,0.42982793,30176.568,1.2604456,159.49348,202.27054,217.45012,0.12602535
168,Cnpy1,1.4492573,0.4126348,30066.113,1.0234491,158.91151,202.30077,217.46481,0.12602535
169,Cnpy1,1.2631667,0.20513873,30033.6,0.7628939,158.74037,202.30795,217.46715,0.12602535
170,Cnpy1,0.98688525,0.5966783,29948.402,0.96089107,158.29112,202.33473,217.48256,0.12602535
171,Cnpy1,1.541763,0.25129306,30096.281,0.9318552,159.07062,202.29108,217.45915,0.12602535
172,Cnpy1,0.8384631,0.2151455,29934.045,0.5724643,158.21584,202.3355,217.48068,0.12602535
173,Cnpy1,0.991152,0.0,29981.07,0.4640856,158.46379,202.3207,217.4721,0.12602535
174,Cnpy1,15.671684,24.555475,32165.75,27.85243,169.95421,201.96806,217.42609,0.12602535
175,Cnpy1,0.0,0.2743646,29736.059,0.2293397,157.17259,202.39064,217.50801,0.12602535
176,Cnpy1,0.4515847,0.713744,29817.281,0.8081162,157.60016,202.3718,217.50134,0.12602535
177,Cnpy1,2.947349,1.9409894,30335.918,3.0020342,160.33179,202.23949,217.44373,0.12602535
178,Cnpy1,1.7470851,1.0189008,30103.58,1.6696585,159.1084,202.29553,217.46582,0.12602535
179,Cnpy1,2.4601755,1.7526002,30231.398,2.6166728,159.78123,202.26648,217.45584,0.12602535
180,Cnpy1,2.883349,18.582405,29428.512,16.881943,155.53586,202.62398,217.72676,0.12602535
181,Cnpy1,4.56629,23.879812,29535.785,22.0978,156.09636,202.63692,217.7634,0.12602535
182,Cnpy1,1.9542776,2.6761181,30062.81,3.1520386,158.8921,202.32011,217.48732,0.12602535
183,Cnpy1,0.0,3.3985908,29569.197,2.840726,156.29063,202.46217,217.56088,0.12602535
184,Cnpy1,0.0,4.8959193,29489.584,4.0921807,155.86983,202.49638,217.58618,0.12602535
185,Cnpy1,11.942608,52.746586,29670.807,49.676094,156.7815,202.84029,218.02792,0.12602535
186,Cnpy1,5.066666,14.731272,30142.455,14.686071,159.30101,202.39569,217.59323,0.12602535
187,Cnpy1,2.036293,4.705767,29972.775,4.8871245,158.41591,202.36122,217.51903,0.12602535
188,Cnpy1,3.542579,22.801598,29356.838,20.71675,155.15448,202.67805,217.77733,0.12602535
189,Cnpy1,2.8415837,13.687873,29679.229,12.771977,156.8612,202.51479,217.64543,0.12602535
190,Cnpy1,3.4009569,19.213049,29514.512,17.651646,155.98842,202.60515,217.72119,0.12602535
191,Cnpy1,4.451545,21.412594,29640.578,19.98224,156.6507,202.5879,217.72534,0.12602535
192,Cnpy1,0.32302403,1.536247,29743.373,1.4354341,157.21,202.39886,217.51927,0.12602535
193,Cnpy1,2.3023474,2.2724483,30166.217,2.9774446,159.4373,202.28851,217.46956,0.12602535
194,Cnpy1,0.0,3.4647496,29565.676,2.896022,156.27202,202.46368,217.56201,0.12602535
195,Cnpy1,1.1032993,2.431542,29877.08,2.5492277,157.9137,202.36919,217.50989,0.12602535
196,Cnpy1,2.6171148,0.91413724,30313.309,1.9890728,160.21355,202.23715,217.43661,0.12602535
197,Cnpy1,7.4834185,0.197529,31512.521,3.6619437,166.53325,201.90756,217.27086,0.12602535
198,Cnpy1,0.0,0.12217068,29744.281,0.10212197,157.21605,202.38715,217.5054,0.12602535
199,Cnpy1,0.0,0.46138418,29725.957,0.38566715,157.1192,202.39496,217.51122,0.12602535
200,Cnpy1,0.0,0.038817517,29748.781,0.032447446,157.23984,202.3852,217.50398,0.12602535
201,Cnpy1,0.0,0.30898893,29734.188,0.25828186,157.1627,202.39145,217.50859,0.12602535
202,Cnpy1,0.0,0.26377103,29736.627,0.22048463,157.1756,202.39041,217.50781,0.12602535
203,Cnpy1,0.0,0.30898893,29734.188,0.25828186,157.1627,202.39145,217.50859,0.12602535
204,Cnpy1,0.0,0.0,29750.857,0.0,157.25081,202.3843,217.50331,0.12602535
205,Cnpy1,1.6045914,0.69910854,30087.271,1.3356322,159.02275,202.29735,217.46486,0.12602535
206,Cnpy1,0.6102601,0.6866223,29855.695,0.8597478,157.8026,202.36098,217.49588,0.12602535
207,Cnpy1,0.0,1.2373873,29684.38,1.0343093,156.89944,202.41277,217.52438,0.12602535
208,Cnpy1,3.4307342,7.654679,30140.5,8.004915,159.29703,202.33904,217.52504,0.12602535
209,Cnpy1,5.0714335,11.501038,30318.297,11.987984,160.23042,202.32153,217.53851,0.12602535
210,Cnpy1,1.1402478,0.62517124,29982.703,1.0565002,158.47185,202.32552,217.47823,0.12602535
211,Cnpy1,1.0111632,0.38821903,29965.117,0.7979921,158.3794,202.32838,217.47823,0.12602535
212,Cnpy1,1.5096431,1.0445738,30046.555,1.5800053,158.8079,202.31139,217.4737,0.12602535
213,Cnpy1,0.74732584,0.09632807,29919.166,0.4304722,158.13753,202.33861,217.48148,0.12602535
214,Cnpy1,0.42906272,0.0,29850.303,0.20093526,157.77478,202.35681,217.48975,0.12602535
215,Cnpy1,3.3512375,0.15441647,30526.916,1.6970836,161.33975,202.17245,217.40044,0.12602535
216,Cnpy1,1.041727,0.0,29992.86,0.48775843,158.5259,202.31744,217.47054,0.12602535
217,Cnpy1,0.7935652,1.7653831,29840.596,1.8473402,157.72206,202.37386,217.50835,0.12602535
218,Cnpy1,1.6405035,2.644991,29991.047,2.9791567,158.514,202.33955,217.49664,0.12602535
219,Cnpy1,0.9636991,4.0314374,29758.9,3.8211942,157.28958,202.41475,217.54129,0.12602535
220,Cnpy1,14.745969,30.065449,31624.787,32.02922,167.09851,202.1485,217.54826,0.12602535
221,Cnpy1,1.6941515,11.945781,29506.328,10.778252,155.95177,202.54869,217.65205,0.12602535
222,Cnpy1,1.6094441,11.890275,29489.71,10.692154,155.86426,202.55289,217.65376,0.12602535
223,Cnpy1,0.0,6.7452707,29391.484,5.6377745,155.35132,202.53865,217.61743,0.12602535
224,Cnpy1,0.6406168,9.630054,29386.15,8.349016,155.32063,202.56346,217.64601,0.12602535
225,Cnpy1,0.7046785,7.9910297,29487.863,7.0092793,155.858,202.52188,217.61632,0.12602535
226,Cnpy1,6.9457946,26.898726,29927.004,25.735754,158.15497,202.55437,217.73975,0.12602535
227,Cnpy1,0.0,9.191683,29262.078,7.6822267,154.66733,202.59456,217.65872,0.12602535
228,Cnpy1,0.41928372,8.407443,29399.936,7.2234855,155.39436,202.54973,217.63232,0.12602535
229,Cnpy1,0.58723205,7.3107395,29496.873,6.38567,155.90608,202.51387,217.6085,0.12602535
230,Cnpy1,2.0602672,16.02391,29374.443,14.35795,155.25327,202.61838,217.70943,0.12602535
231,Cnpy1,1.0654132,9.121738,29511.12,8.123366,155.97954,202.52455,217.62408,0.12602535
232,Cnpy1,1.7423224,14.617417,29375.717,13.033499,155.26123,202.60666,217.69565,0.12602535
233,Cnpy1,48.34677,182.3273,31308.035,174.98236,165.2947,203.77806,219.13869,0.12602535
234,Cnpy1,1.653034,16.652508,29247.584,14.692197,154.5843,202.6589,217.7328,0.12602535
235,Cnpy1,1.7606002,18.892172,29154.15,16.614079,154.09004,202.70319,217.76726,0.12602535
236,Cnpy1,7.188872,16.92813,30523.639,17.515259,161.30759,202.30954,217.56369,0.12602535
237,Cnpy1,0.0,9.539438,29243.715,7.972832,154.57027,202.60252,217.66461,0.12602535
238,Cnpy1,1.4255736,11.454605,29470.389,10.241856,155.76285,202.55473,217.65219,0.12602535
239,Cnpy1,0.0,0.28943342,29735.244,0.2419356,157.16829,202.39099,217.50827,0.12602535
240,Cnpy1,0.5686212,3.0462184,29719.742,2.8126209,157.08415,202.4176,217.53706,0.12602535
241,Cnpy1,2.282433,6.35464,29941.684,6.380686,158.2506,202.3831,217.53914,0.12602535
242,Cnpy1,0.0,0.733924,29711.264,0.61347824,157.04153,202.40126,217.5159,0.12602535
243,Cnpy1,0.3358096,1.0360326,29773.094,1.0232984,157.36705,202.38663,217.5104,0.12602535
244,Cnpy1,2.577071,1.3067173,30283.004,2.2985687,160.05354,202.24878,217.4446,0.12602535
245,Cnpy1,0.0,0.3571823,29731.582,0.29856616,157.14893,202.39255,217.50941,0.12602535
246,Cnpy1,0.0,0.86228645,29704.41,0.72077346,157.00531,202.40419,217.51802,0.12602535
247,Cnpy1,0.0,0.8905297,29702.9,0.7443813,156.99733,202.40485,217.51852,0.12602535
248,Cnpy1,0.0,0.43432692,29727.418,0.36305037,157.12692,202.39436,217.51073,0.12602535
249,Cnpy1,0.0,0.29228684,29735.088,0.24432074,157.16747,202.39104,217.50832,0.12602535
250,Cnpy1,0.0,0.31807685,29733.693,0.26587832,157.1601,202.39165,217.50876,0.12602535
251,Cnpy1,0.0,0.2845243,29735.508,0.23783211,157.16968,202.39085,217.50818,0.12602535
252,Cnpy1,0.0,0.30898893,29734.188,0.25828186,157.1627,202.39145,217.50859,0.12602535
253,Cnpy1,2.1260836,0.27036533,30232.178,1.2211748,159.78665,202.25394,217.44106,0.12602535
254,Cnpy1,0.0,0.7264803,29711.664,0.6072563,157.04366,202.4011,217.51576,0.12602535
255,Cnpy1,5.1590347,0.30898893,30948.006,2.6708105,163.55846,202.05968,217.34607,0.12602535
256,Cnpy1,1.2133436,12.548255,29363.48,11.056295,155.19861,202.59335,217.67729,0.12602535
257,Cnpy1,1.1518189,0.53995496,29989.916,0.990678,158.50992,202.32281,217.4764,0.12602535
258,Cnpy1,1.728763,0.55737287,30123.828,1.2752433,159.21548,202.28612,217.45853,0.12602535
259,Cnpy1,1.1458998,0.2940322,30001.53,0.78232217,158.57132,202.31754,217.47238,0.12602535
260,Cnpy1,1.1807863,0.19176011,30015.074,0.7131533,158.64278,202.31294,217.46953,0.12602535
261,Cnpy1,1.5518906,0.25202757,30098.61,0.9372085,159.08287,202.29045,217.45886,0.12602535
262,Cnpy1,1.4886569,0.3198906,30080.229,0.9643525,158.98596,202.2961,217.46202,0.12602535
263,Cnpy1,1.0508167,0.44801295,29971.217,0.8665396,158.41147,202.32721,217.478,0.12602535
264,Cnpy1,7.384177,9.839966,30958.223,11.6799965,163.60384,202.13492,217.4378,0.12602535
265,Cnpy1,2.9817533,5.312185,30161.582,5.836555,159.41019,202.31433,217.49959,0.12602535
266,Cnpy1,0.89631516,1.7612377,29864.762,1.8919886,157.8494,202.36716,217.50507,0.12602535
267,Cnpy1,2.9723678,11.765536,29812.375,11.226567,157.56445,202.46245,217.60887,0.12602535
268,Cnpy1,1.0771236,1.9951435,29894.383,2.1721756,158.00526,202.36089,217.50336,0.12602535
269,Cnpy1,1.5894253,10.222863,29573.736,9.28925,156.30846,202.51605,217.62622,0.12602535
270,Cnpy1,0.5420604,8.099518,29444.572,7.0237103,155.6298,202.53482,217.62323,0.12602535
