cellIndex,gene_name,unsplice,splice,unsplice_predict,splice_predict,alpha,beta,gamma,loss
1251,Cnpy1,1.4365538,4.556504,29840.84,4.481547,157.72086,202.39635,217.53532,0.12602535
1252,Cnpy1,0.76407564,1.329054,29857.111,1.468796,157.80946,202.36578,217.5019,0.12602535
1253,Cnpy1,2.5090168,10.147842,29791.129,9.65742,157.45396,202.45525,217.5961,0.12602535
1254,Cnpy1,2.1659243,3.4032314,30073.21,3.858939,158.94626,202.3231,217.49292,0.12602535
1255,Cnpy1,1.828988,0.9831216,30124.72,1.6780709,159.2198,202.28944,217.46265,0.12602535
1256,Cnpy1,0.48592788,3.9926195,29650.035,3.5649276,156.71603,202.44453,217.55563,0.12602535
1257,Cnpy1,0.22560409,1.245881,29736.25,1.1470904,157.17273,202.39848,217.51741,0.12602535
1258,Cnpy1,0.0,0.21759172,29739.12,0.18188375,157.18877,202.38933,217.50705,0.12602535
1259,Cnpy1,0.83397776,9.188153,29454.152,8.070376,155.67932,202.54094,217.63248,0.12602535
1260,Cnpy1,2.7758098,6.17643,30066.668,6.462666,158.9093,202.34734,217.52063,0.12602535
1261,Cnpy1,0.0,3.1347363,29583.246,2.6201925,156.36488,202.45613,217.55644,0.12602535
1262,Cnpy1,1.4234087,2.9720094,29922.762,3.1508956,158.15392,202.36098,217.50899,0.12602535
1263,Cnpy1,0.0,0.80295956,29707.576,0.6711836,157.02205,202.40283,217.51706,0.12602535
1264,Cnpy1,2.0242217,1.2890017,30154.016,2.0251398,159.3739,202.28389,217.46169,0.12602535
1265,Cnpy1,5.0727797,17.835785,29976.662,17.283905,158.42468,202.46626,217.64543,0.12602535
1266,Cnpy1,0.0,2.65916,29608.572,2.2226949,156.49875,202.44527,217.54839,0.12602535
1267,Cnpy1,0.0,0.17642376,29741.344,0.14747179,157.20053,202.38835,217.50633,0.12602535
1268,Cnpy1,0.0,0.25574094,29737.062,0.21377237,157.1779,202.39021,217.50769,0.12602535
1269,Cnpy1,0.0,0.33778697,29732.635,0.28235382,157.1545,202.3921,217.5091,0.12602535
1270,Cnpy1,4.378703,4.9739823,30509.283,6.2071204,161.24257,202.21684,217.45001,0.12602535
1271,Cnpy1,0.90022826,0.97823393,29907.684,1.2392834,158.07623,202.34903,217.49171,0.12602535
1272,Cnpy1,1.628184,3.686964,29932.182,3.8444185,158.20291,202.36415,217.51462,0.12602535
1273,Cnpy1,0.0,0.5383307,29721.803,0.44998553,157.09724,202.39674,217.51254,0.12602535
1274,Cnpy1,0.0,0.3196762,29733.607,0.26721522,157.15964,202.3917,217.50879,0.12602535
1275,Cnpy1,0.0,0.0,29750.857,0.0,157.25081,202.3843,217.50331,0.12602535
1276,Cnpy1,0.0,0.36898798,29730.95,0.30843434,157.14558,202.39282,217.50963,0.12602535
1277,Cnpy1,0.0,0.061831236,29747.537,0.05168453,157.23326,202.38571,217.50436,0.12602535
1278,Cnpy1,0.0,0.14474286,29743.053,0.120989926,157.20956,202.38763,217.50578,0.12602535
1279,Cnpy1,0.25245714,0.27034113,29794.838,0.34421715,157.4823,202.37439,217.50002,0.12602535
1280,Cnpy1,0.0,0.0,29750.857,0.0,157.25081,202.3843,217.50331,0.12602535
1281,Cnpy1,0.0,0.0,29750.857,0.0,157.25081,202.3843,217.50331,0.12602535
1282,Cnpy1,0.0,0.0,29750.857,0.0,157.25081,202.3843,217.50331,0.12602535
1283,Cnpy1,0.0,0.0,29750.857,0.0,157.25081,202.3843,217.50331,0.12602535
1284,Cnpy1,0.0,0.0,29750.857,0.0,157.25081,202.3843,217.50331,0.12602535
1285,Cnpy1,0.0,0.22187957,29738.896,0.18546794,157.18759,202.38942,217.50708,0.12602535
1286,Cnpy1,0.638307,4.148803,29677.06,3.7668645,156.85828,202.43831,217.55348,0.12602535
1287,Cnpy1,0.6546738,1.9340807,29799.229,1.9233123,157.50395,202.38664,217.51558,0.12602535
1288,Cnpy1,14.015353,0.14594561,33132.32,6.658177,175.06949,201.51125,217.06503,0.12602535
1289,Cnpy1,0.86476904,2.1279433,29837.766,2.1837513,157.70682,202.37758,217.51225,0.12602535
1290,Cnpy1,1.1829878,1.9926252,29919.22,2.2196352,158.13614,202.35403,217.49997,0.12602535
1291,Cnpy1,0.0,10.140773,29211.98,8.475335,154.40253,202.61626,217.67476,0.12602535
1292,Cnpy1,2.800646,24.8102,29080.71,22.046848,153.69786,202.7716,217.83452,0.12602535
1293,Cnpy1,2.7138124,20.58965,29283.234,18.479702,154.76865,202.68074,217.766,0.12602535
1294,Cnpy1,4.7819037,10.729586,30291.885,11.207624,160.09195,202.3225,217.53456,0.12602535
1295,Cnpy1,0.37239063,5.001383,29569.998,4.354865,156.29343,202.4749,217.57625,0.12602535
1296,Cnpy1,3.6051457,10.226169,30042.756,10.236151,158.77971,202.38663,217.563,0.12602535
1297,Cnpy1,15.778959,53.849506,30531.572,52.395275,161.31628,202.63683,217.92409,0.12602535
1298,Cnpy1,0.9026809,4.320933,29729.242,4.0345902,157.13307,202.42528,217.54813,0.12602535
1299,Cnpy1,6.1030602,24.822535,29842.004,23.605837,157.70895,202.56003,217.7311,0.12602535
1300,Cnpy1,4.6788425,22.240759,29649.123,20.78086,156.69498,202.59224,217.7322,0.12602535
1301,Cnpy1,8.728606,18.69287,30793.01,19.710306,162.72539,202.25092,217.54517,0.12602535
1302,Cnpy1,1.8392808,7.26469,29789.59,6.9338584,157.44841,202.43239,217.5684,0.12602535
1303,Cnpy1,9.104583,35.440315,29971.818,33.885334,158.38347,202.61522,217.81627,0.12602535
1304,Cnpy1,1.559254,15.024697,29312.033,13.28798,154.92534,202.62775,217.70824,0.12602535
1305,Cnpy1,7.3797207,25.022919,30129.582,24.37116,159.22403,202.48325,217.69441,0.12602535
1306,Cnpy1,3.9157817,14.605827,29879.98,14.042415,157.91815,202.46675,217.62721,0.12602535
1307,Cnpy1,1.2511468,10.822037,29463.71,9.631432,155.72824,202.55148,217.64697,0.12602535
1308,Cnpy1,1.3124117,14.042742,29307.209,12.351636,154.90079,202.62115,217.69943,0.12602535
1309,Cnpy1,2.1550763,6.9229884,29881.453,6.7961354,157.93274,202.40425,217.55275,0.12602535
1310,Cnpy1,0.6062517,9.770218,29370.814,8.450035,155.23972,202.56888,217.64944,0.12602535
1311,Cnpy1,1.7090318,5.1385846,29873.15,5.095701,157.89058,202.39215,217.53659,0.12602535
1312,Cnpy1,5.431732,28.870323,29470.287,26.673737,155.74681,202.69646,217.82054,0.12602535
1313,Cnpy1,0.0,6.0484486,29428.414,5.0554156,155.54651,202.52274,217.60565,0.12602535
1314,Cnpy1,0.42663246,3.7023318,29651.773,3.2945132,156.72545,202.44173,217.55261,0.12602535
1315,Cnpy1,0.5042898,5.682502,29564.273,4.985956,156.26265,202.482,217.58362,0.12602535
1316,Cnpy1,0.45509073,2.5660105,29719.031,2.3580499,157.08083,202.41391,217.53255,0.12602535
1317,Cnpy1,0.0,6.1017795,29425.594,5.099987,155.5316,202.52396,217.60655,0.12602535
1318,Cnpy1,1.6992487,9.821417,29620.549,9.005204,156.55548,202.49982,217.61601,0.12602535
1319,Cnpy1,0.98790956,15.542568,29153.613,13.452657,154.09021,202.67627,217.73497,0.12602535
1320,Cnpy1,4.0061383,9.96703,30150.729,10.207199,159.34885,202.35493,217.54605,0.12602535
1321,Cnpy1,2.9633505,5.1480613,30166.123,5.6907387,159.43427,202.31177,217.49738,0.12602535
1322,Cnpy1,0.7273558,1.5724902,29835.512,1.655094,157.69543,202.3737,217.50719,0.12602535
1323,Cnpy1,1.0705782,9.533784,29490.428,8.470152,155.87013,202.53363,217.63086,0.12602535
1324,Cnpy1,2.6340759,4.651068,30115.674,5.1211853,159.16888,202.32158,217.4993,0.12602535
1325,Cnpy1,0.0,2.3057525,29627.408,1.9273047,156.59831,202.43718,217.54243,0.12602535
1326,Cnpy1,0.9702037,2.955886,29817.97,2.9252057,157.60179,202.38974,217.52292,0.12602535
1327,Cnpy1,6.1677628,10.233517,30646.654,11.4408455,161.96175,202.2221,217.48268,0.12602535
1328,Cnpy1,3.984589,4.63598,30434.443,5.7402697,160.84854,202.23444,217.45667,0.12602535
1329,Cnpy1,1.9437816,2.092933,30091.78,2.659592,159.04526,202.30743,217.4778,0.12602535
1330,Cnpy1,3.3119826,2.2060473,30407.582,3.394149,160.70917,202.2221,217.43675,0.12602535
1331,Cnpy1,6.099422,2.5696723,31050.457,5.0003886,164.09633,202.05118,217.3552,0.12602535
1332,Cnpy1,22.338411,5.393218,34706.02,14.913663,183.3551,201.23032,216.91983,0.12602535
1333,Cnpy1,4.030699,2.2106628,30577.418,3.7339747,161.60406,202.17601,217.41425,0.12602535
1334,Cnpy1,10.254609,5.555762,31891.332,9.435411,168.52473,201.85332,217.2753,0.12602535
1335,Cnpy1,5.583055,6.904929,30689.654,8.384492,162.19128,202.18356,217.4448,0.12602535
1336,Cnpy1,13.235587,4.196778,32713.295,9.685789,172.85773,201.64622,217.15796,0.12602535
1337,Cnpy1,4.605233,4.5562525,30585.732,5.9637294,161.64578,202.19273,217.43582,0.12602535
1338,Cnpy1,1.9974135,6.3849707,29873.543,6.272586,157.89154,202.40211,217.5486,0.12602535
1339,Cnpy1,0.8407858,2.6774423,29802.748,2.631847,157.52184,202.39168,217.5223,0.12602535
1340,Cnpy1,0.0,1.0950541,29691.979,0.9153376,156.9396,202.40952,217.52197,0.12602535
1341,Cnpy1,0.33470088,3.2151046,29656.441,2.8441978,156.75047,202.4365,217.54726,0.12602535
1342,Cnpy1,0.0,0.92837316,29700.883,0.77601373,156.98666,202.4057,217.5192,0.12602535
1343,Cnpy1,0.49698013,1.7299567,29773.453,1.678831,157.36832,202.3921,217.51707,0.12602535
1344,Cnpy1,1.9066955,7.54689,29790.17,7.201312,157.45123,202.43451,217.57108,0.12602535
1345,Cnpy1,25.348654,88.882835,30829.223,86.1501,162.85254,202.89001,218.23709,0.12602535
1346,Cnpy1,3.6307452,18.842323,29587.383,17.449558,156.3727,202.58191,217.70773,0.12602535
1347,Cnpy1,0.87322927,0.28170684,29938.592,0.6443822,158.23973,202.3348,217.48076,0.12602535
1348,Cnpy1,0.87322927,1.7393383,29860.559,1.8628725,157.82727,202.36815,217.50543,0.12602535
1349,Cnpy1,0.38213748,4.213388,29614.225,3.7008193,156.52715,202.45627,217.56264,0.12602535
1350,Cnpy1,0.0,4.48134,29511.617,3.7456844,155.98628,202.48692,217.57918,0.12602535
1351,Cnpy1,0.60056216,2.3790436,29762.834,2.269909,157.3118,202.40028,217.5248,0.12602535
1352,Cnpy1,4.074234,4.9864507,30436.58,6.0752053,160.85948,202.23668,217.45978,0.12602535
1353,Cnpy1,1.0140207,13.358122,29274.82,11.639573,154.73076,202.62468,217.69724,0.12602535
1354,Cnpy1,2.7553244,6.9114013,30022.291,7.0674715,158.67484,202.36545,217.53369,0.12602535
1355,Cnpy1,0.0,1.377041,29676.93,1.1510408,156.86006,202.41597,217.52673,0.12602535
1356,Cnpy1,1.4434654,3.7419307,29886.121,3.8038802,157.96017,202.37729,217.52135,0.12602535
1357,Cnpy1,0.0,1.4077144,29675.297,1.1766796,156.85143,202.41666,217.52725,0.12602535
1358,Cnpy1,0.38411602,1.3206025,29769.105,1.2837937,157.34578,202.39,217.51372,0.12602535
1359,Cnpy1,0.767183,0.7815251,29887.197,1.0125556,157.96848,202.35306,217.49258,0.12602535
1360,Cnpy1,0.0,0.41858453,29728.268,0.3498915,157.13141,202.394,217.51048,0.12602535
1361,Cnpy1,0.0,0.6500776,29715.78,0.5433928,157.0654,202.39934,217.51445,0.12602535
1362,Cnpy1,1.5166343,0.10739482,30098.023,0.79979616,159.07991,202.2894,217.45747,0.12602535
1363,Cnpy1,1.8783348,0.8854563,30141.46,1.6195104,159.3081,202.28403,217.45941,0.12602535
1364,Cnpy1,1.6650524,0.28506365,30123.344,1.0177777,159.21317,202.28395,217.45584,0.12602535
1365,Cnpy1,0.0,0.07369079,29746.896,0.061597873,157.22987,202.38599,217.5046,0.12602535
1366,Cnpy1,1.1772401,0.0,30024.457,0.55118483,158.69238,202.30875,217.46631,0.12602535
1367,Cnpy1,0.0,0.0,29750.857,0.0,157.25081,202.3843,217.50331,0.12602535
1368,Cnpy1,0.0,0.057897143,29747.744,0.048396032,157.23436,202.38564,217.5043,0.12602535
1369,Cnpy1,0.0,0.04222945,29748.594,0.035299473,157.23885,202.38527,217.50403,0.12602535
1370,Cnpy1,0.0,0.4613203,29725.963,0.38561374,157.11923,202.39496,217.51122,0.12602535
1371,Cnpy1,0.0,0.0,29750.857,0.0,157.25081,202.3843,217.50331,0.12602535
1372,Cnpy1,0.0,0.0,29750.857,0.0,157.25081,202.3843,217.50331,0.12602535
1373,Cnpy1,0.0,0.0,29750.857,0.0,157.25081,202.3843,217.50331,0.12602535
1374,Cnpy1,0.0,0.0,29750.857,0.0,157.25081,202.3843,217.50331,0.12602535
1375,Cnpy1,0.0,0.0,29750.857,0.0,157.25081,202.3843,217.50331,0.12602535
1376,Cnpy1,0.0,0.071082994,29747.041,0.05941803,157.23064,202.38594,217.50453,0.12602535
1377,Cnpy1,0.0,0.0,29750.857,0.0,157.25081,202.3843,217.50331,0.12602535
1378,Cnpy1,0.0,0.51909506,29722.846,0.4339068,157.10275,202.39632,217.5122,0.12602535
1379,Cnpy1,0.0,0.14293842,29743.158,0.11948161,157.21011,202.38759,217.50577,0.12602535
1380,Cnpy1,0.0,0.1342755,29743.623,0.11224032,157.21257,202.3874,217.5056,0.12602535
1381,Cnpy1,0.0,0.1384716,29743.4,0.115747824,157.2114,202.3875,217.50568,0.12602535
1382,Cnpy1,0.0,0.2209004,29738.943,0.18464948,157.18784,202.38939,217.50708,0.12602535
1383,Cnpy1,0.0,0.11077728,29744.893,0.09259829,157.21928,202.38684,217.5052,0.12602535
1384,Cnpy1,0.0,0.09632807,29745.672,0.08052027,157.2234,202.38654,217.50496,0.12602535
1385,Cnpy1,0.0,0.8784948,29703.547,0.73432165,157.00075,202.40457,217.51833,0.12602535
1386,Cnpy1,0.0,0.19291565,29740.455,0.16125724,157.19583,202.38876,217.5066,0.12602535
1387,Cnpy1,0.0,1.8089774,29653.887,1.5120777,156.73827,202.42581,217.53404,0.12602535
1388,Cnpy1,0.0,0.5163694,29722.992,0.43162844,157.10353,202.39626,217.51215,0.12602535
1389,Cnpy1,0.0,0.68304306,29713.998,0.570948,157.05598,202.40009,217.515,0.12602535
1390,Cnpy1,0.0,1.5370685,29668.39,1.2848014,156.81493,202.41962,217.52946,0.12602535
1391,Cnpy1,15.132262,2.6639798,33268.05,9.284482,175.78256,201.5054,217.07382,0.12602535
1392,Cnpy1,0.0,0.79878575,29707.799,0.6676948,157.02322,202.40274,217.51698,0.12602535
1393,Cnpy1,0.0,2.7386663,29604.336,2.2891486,156.47636,202.44707,217.54974,0.12602535
1394,Cnpy1,1.737002,15.434246,29331.256,13.713585,155.02625,202.62567,217.70961,0.12602535
1395,Cnpy1,7.455298,28.99932,29933.006,27.729956,158.18472,202.57066,217.75923,0.12602535
1396,Cnpy1,2.5440655,13.066724,29643.355,12.113428,156.67276,202.51971,217.64429,0.12602535
1397,Cnpy1,6.1351357,17.207043,30259.73,17.255589,159.91675,202.38362,217.60147,0.12602535
1398,Cnpy1,6.3785734,13.033377,30543.898,13.88029,161.4178,202.27257,217.52336,0.12602535
1399,Cnpy1,3.2152777,10.414874,29941.447,10.21137,158.24574,202.41597,217.57843,0.12602535
1400,Cnpy1,2.8941894,8.054781,29993.264,8.088253,158.52086,202.38268,217.54866,0.12602535
1401,Cnpy1,8.046693,32.296627,29893.826,30.762598,157.97534,202.60954,217.79637,0.12602535
1402,Cnpy1,5.63428,16.640615,30172.611,16.54774,159.4582,202.40283,217.60764,0.12602535
1403,Cnpy1,2.917934,14.350427,29661.596,13.361491,156.7677,202.52504,217.65425,0.12602535
1404,Cnpy1,10.366464,34.460785,30320.762,33.657475,160.22296,202.51216,217.76013,0.12602535
1405,Cnpy1,3.3420002,9.131194,30040.11,9.197668,158.76674,202.37848,217.55278,0.12602535
1406,Cnpy1,2.92703,15.905248,29580.852,14.6651745,156.3409,202.56,217.68022,0.12602535
1407,Cnpy1,13.098968,30.965158,31170.06,32.012745,164.70142,202.26633,217.61523,0.12602535
1408,Cnpy1,16.649834,57.185795,30549.967,55.591095,161.41016,202.66333,217.95522,0.12602535
1409,Cnpy1,10.901705,38.899902,30206.4,37.618145,159.61644,202.58101,217.81827,0.12602535
1410,Cnpy1,10.599571,36.55754,30262.068,35.51905,159.91183,202.54616,217.78822,0.12602535
1411,Cnpy1,4.6949725,3.1258867,30685.162,4.8096557,162.17097,202.15427,217.40883,0.12602535
1412,Cnpy1,0.0,5.210527,29472.88,4.3551197,155.78154,202.50359,217.59149,0.12602535
1413,Cnpy1,3.1019192,14.620036,29689.883,13.673035,156.91653,202.51938,217.65302,0.12602535
1414,Cnpy1,2.9635465,9.431975,29935.455,9.271919,158.21504,202.4097,217.56973,0.12602535
1415,Cnpy1,1.4448906,5.548134,29789.688,5.3143344,157.45045,202.41849,217.55182,0.12602535
1416,Cnpy1,0.0,2.594209,29612.03,2.1684067,156.51703,202.44377,217.54732,0.12602535
1417,Cnpy1,5.5034137,11.415693,30424.86,12.118664,160.792,202.29182,217.5235,0.12602535
1418,Cnpy1,3.0480177,10.722938,29885.88,10.390552,157.95268,202.43376,217.5889,0.12602535
1419,Cnpy1,0.70310014,16.064442,29061.025,13.755043,153.60191,202.7065,217.7527,0.12602535
1420,Cnpy1,2.875226,8.213287,29980.309,8.211873,158.45245,202.3875,217.5519,0.12602535
1421,Cnpy1,3.452932,18.561737,29561.164,17.131723,156.2348,202.58691,217.70856,0.12602535
1422,Cnpy1,0.22821394,6.1586866,29475.152,5.2545366,155.79266,202.51062,217.60033,0.12602535
1423,Cnpy1,9.39822,4.342272,31749.322,8.021343,167.77744,201.8797,217.28156,0.12602535
1424,Cnpy1,0.0,7.011302,29377.383,5.860102,155.27678,202.54474,217.62192,0.12602535
1425,Cnpy1,0.5864297,1.4009024,29811.883,1.4456671,157.57109,202.37885,217.50873,0.12602535
1426,Cnpy1,2.972389,4.2215886,30218.318,4.920431,159.7101,202.29,217.48143,0.12602535
1427,Cnpy1,7.0800805,3.3020005,31245.879,6.0704703,165.12544,202.00494,217.33684,0.12602535
1428,Cnpy1,0.7290314,3.2269619,29747.361,3.0388384,157.2295,202.4114,217.5351,0.12602535
1429,Cnpy1,11.470498,3.5138128,32308.057,8.293252,170.72266,201.73499,217.20195,0.12602535
1430,Cnpy1,0.20854668,0.5584138,29769.07,0.5644534,157.34627,202.38385,217.50633,0.12602535
1431,Cnpy1,0.0,4.3232603,29520.018,3.6135638,156.03069,202.4833,217.5765,0.12602535
1432,Cnpy1,0.0,2.411397,29621.775,2.0156062,156.56854,202.43962,217.54422,0.12602535
1433,Cnpy1,10.824858,2.2699902,32216.123,6.9520764,170.23923,201.74481,217.201,0.12602535
1434,Cnpy1,1.2157613,2.1227295,29919.885,2.343738,158.13953,202.35489,217.50114,0.12602535
1435,Cnpy1,15.060824,34.650738,31445.73,36.010437,166.15088,202.23477,217.61575,0.12602535
1436,Cnpy1,2.8073847,2.630108,30265.605,3.5127177,159.9607,202.26422,217.45976,0.12602535
1437,Cnpy1,5.3022695,16.97101,30076.908,16.66852,158.95364,202.43173,217.62366,0.12602535
1438,Cnpy1,3.3318973,23.097612,29292.73,20.865261,154.81645,202.69836,217.78894,0.12602535
1439,Cnpy1,1.1476996,14.870755,29225.652,12.966273,154.47034,202.65065,217.71861,0.12602535
1440,Cnpy1,2.1536763,17.393587,29323.441,15.5463085,154.98334,202.64369,217.72961,0.12602535
1441,Cnpy1,0.0,2.3342385,29625.885,1.9511144,156.59026,202.43784,217.54291,0.12602535
1442,Cnpy1,0.0,2.5802023,29612.775,2.1566994,156.52097,202.44345,217.54707,0.12602535
1443,Cnpy1,0.0,2.7428844,29604.11,2.2926738,156.47516,202.44717,217.54982,0.12602535
1444,Cnpy1,0.22778256,4.7454486,29550.164,4.073184,156.18915,202.47832,217.57645,0.12602535
1445,Cnpy1,4.4971895,21.745037,29633.441,20.281452,156.6128,202.59258,217.7295,0.12602535
1446,Cnpy1,1.150299,9.370992,29517.486,8.3714695,156.01286,202.52478,217.62564,0.12602535
1447,Cnpy1,7.3931904,33.21251,29692.768,31.221727,156.91516,202.67235,217.8323,0.12602535
1448,Cnpy1,3.2351127,20.048225,29431.898,18.2718,155.5524,202.63489,217.74048,0.12602535
1449,Cnpy1,1.1084094,4.065166,29790.754,3.917166,157.4574,202.4062,217.53734,0.12602535
1450,Cnpy1,1.8914913,1.1218356,30131.9,1.8232834,159.25752,202.2886,217.46303,0.12602535
1451,Cnpy1,6.004948,6.183923,30829.621,7.9786935,162.92946,202.13997,217.41937,0.12602535
1452,Cnpy1,0.0,8.89507,29277.742,7.434357,154.75012,202.5878,217.65372,0.12602535
1453,Cnpy1,9.92891,43.91959,29698.67,41.357056,156.93655,202.76149,217.93628,0.12602535
1454,Cnpy1,0.8026922,1.8279247,29839.373,1.9038935,157.71556,202.37471,217.50912,0.12602535
1455,Cnpy1,3.6833062,2.7040834,30468.271,3.9841614,161.0285,202.20963,217.4335,0.12602535
1456,Cnpy1,0.0,0.979062,29698.174,0.8183831,156.97235,202.40685,217.52002,0.12602535
1457,Cnpy1,9.746621,0.1766798,32064.348,4.698757,169.4412,201.76141,217.1991,0.12602535
1458,Cnpy1,0.6646865,1.7692562,29810.375,1.7902244,157.56284,202.38222,217.51248,0.12602535
1459,Cnpy1,8.850946,0.5502893,31824.994,4.5942636,168.17955,201.82765,217.23376,0.12602535
1460,Cnpy1,1.1492344,0.65704453,29983.096,1.0873517,158.47388,202.32568,217.47849,0.12602535
1461,Cnpy1,0.0,1.3540795,29678.154,1.1318481,156.86653,202.41542,217.52637,0.12602535
1462,Cnpy1,0.15744638,1.0819844,29729.174,0.9781665,157.13559,202.39911,217.51678,0.12602535
1463,Cnpy1,0.27627385,1.4496912,29737.135,1.3411858,157.17722,202.39989,217.51927,0.12602535
1464,Cnpy1,1.274231,2.933215,29890.033,3.0486212,157.9815,202.36969,217.51302,0.12602535
1465,Cnpy1,0.3661003,0.35853967,29816.492,0.47116348,157.59631,202.36914,217.49796,0.12602535
1466,Cnpy1,0.6233967,0.07943457,29891.234,0.3583291,157.99037,202.34616,217.48505,0.12602535
1467,Cnpy1,1.1059085,0.10423614,30002.256,0.6049385,158.57532,202.31573,217.47035,0.12602535
1468,Cnpy1,0.38545144,0.0,29840.176,0.18051405,157.72142,202.3596,217.49113,0.12602535
1469,Cnpy1,0.38545144,0.2911819,29824.637,0.42391986,157.63928,202.36635,217.4962,0.12602535
1470,Cnpy1,0.2048536,0.7055462,29760.32,0.68571126,157.30003,202.38745,217.50894,0.12602535
1471,Cnpy1,0.0,1.0468233,29694.557,0.8750229,156.95323,202.4084,217.52116,0.12602535
1472,Cnpy1,0.18300256,0.82673234,29748.752,0.77677536,157.23898,202.39165,217.51169,0.12602535
1473,Cnpy1,0.1841482,0.3079798,29776.928,0.34368822,157.3879,202.37965,217.50278,0.12602535
1474,Cnpy1,0.0,0.22648866,29738.643,0.18932064,157.18625,202.38953,217.50719,0.12602535
1475,Cnpy1,0.0,0.417095,29728.348,0.34864643,157.13184,202.39395,217.51042,0.12602535
1476,Cnpy1,0.0,0.0,29750.857,0.0,157.25081,202.3843,217.50331,0.12602535
1477,Cnpy1,0.0,0.05370715,29747.979,0.044893637,157.2356,202.38554,217.50423,0.12602535
1478,Cnpy1,0.0,0.050350457,29748.154,0.042087786,157.23653,202.38545,217.50418,0.12602535
1479,Cnpy1,0.0,0.06713394,29747.252,0.05611704,157.23175,202.38583,217.50449,0.12602535
1480,Cnpy1,0.0,0.1268132,29744.021,0.10600263,157.21468,202.38722,217.5055,0.12602535
1481,Cnpy1,0.0,0.16702226,29741.854,0.13961314,157.20322,202.38815,217.50618,0.12602535
1482,Cnpy1,0.0,0.13169064,29743.764,0.110079646,157.21332,202.38734,217.50557,0.12602535
1483,Cnpy1,0.0,0.15563439,29742.47,0.13009408,157.20648,202.38791,217.50598,0.12602535
1484,Cnpy1,0.0,0.13427281,29743.625,0.11223808,157.21259,202.3874,217.5056,0.12602535
1485,Cnpy1,0.0,0.088621825,29746.09,0.07407866,157.22562,202.38635,217.50484,0.12602535
1486,Cnpy1,0.0,0.0923144,29745.889,0.07716527,157.22455,202.38644,217.5049,0.12602535
1487,Cnpy1,0.0,0.14770305,29742.898,0.12346433,157.20874,202.38771,217.50586,0.12602535
1488,Cnpy1,0.0,0.36556768,29731.13,0.30557537,157.14655,202.39276,217.50957,0.12602535
1489,Cnpy1,3.9222362,1.094212,30611.684,2.7497554,161.78558,202.15732,217.39854,0.12602535
1490,Cnpy1,0.40813282,0.39832494,29824.113,0.5241041,157.63644,202.36736,217.49733,0.12602535
1491,Cnpy1,0.0,1.2974685,29681.174,1.084529,156.88249,202.41414,217.52542,0.12602535
1492,Cnpy1,2.5097835,1.4228212,30260.92,2.3641663,159.93707,202.25574,217.44868,0.12602535
1493,Cnpy1,0.0,0.8937659,29702.73,0.74708647,156.99643,202.4049,217.51859,0.12602535
1494,Cnpy1,8.403241,9.093666,31244.059,11.531547,165.1107,202.05237,217.39322,0.12602535
1495,Cnpy1,1.0153978,9.216358,29494.543,8.178999,155.8921,202.52992,217.62726,0.12602535
1496,Cnpy1,0.0,1.8072752,29653.979,1.5106549,156.73875,202.4258,217.53403,0.12602535
1497,Cnpy1,20.814615,40.029713,32568.93,43.191586,172.06534,202.02066,217.52634,0.12602535
1498,Cnpy1,2.0630233,6.0077977,29909.082,5.9880295,158.07913,202.38927,217.54016,0.12602535
1499,Cnpy1,0.3031748,2.691761,29677.05,2.3919923,156.85953,202.42654,217.53941,0.12602535
1500,Cnpy1,1.858049,4.8729143,29922.166,4.9434,158.14908,202.3765,217.52744,0.12602535
1501,Cnpy1,5.8705053,6.804975,30763.523,8.43521,162.5806,202.16283,217.43408,0.12602535
1502,Cnpy1,5.052623,12.542305,30257.46,12.849661,159.90895,202.34654,217.5567,0.12602535
1503,Cnpy1,5.1880302,17.823353,30004.271,17.327477,158.57018,202.45857,217.64162,0.12602535
1504,Cnpy1,13.362569,44.845745,30465.89,43.7394,160.97845,202.5693,217.84227,0.12602535
1505,Cnpy1,23.626717,83.41914,30726.473,80.7787,162.31612,202.86417,218.19565,0.12602535
1506,Cnpy1,14.121106,9.02368,32662.848,14.136598,172.58766,201.70386,217.21242,0.12602535
1507,Cnpy1,0.68356955,15.907214,29064.822,13.614506,153.62206,202.70415,217.75064,0.12602535
1508,Cnpy1,3.0261433,13.6383295,29724.723,12.817046,157.10095,202.5018,217.6388,0.12602535
1509,Cnpy1,3.2372112,12.794416,29818.943,12.210579,157.59816,202.46895,217.61792,0.12602535
1510,Cnpy1,14.476529,48.941936,30499.328,47.68422,161.15088,202.59914,217.87903,0.12602535
1511,Cnpy1,6.4412923,17.887314,30294.967,17.967484,160.10182,202.37949,217.60336,0.12602535
1512,Cnpy1,10.575888,17.428581,31305.621,19.515621,165.42769,202.10367,217.4658,0.12602535
1513,Cnpy1,0.42663246,11.192728,29254.293,9.554539,154.62453,202.61293,217.67911,0.12602535
1514,Cnpy1,6.8575935,20.10518,30272.88,20.016216,159.98346,202.40344,217.62775,0.12602535
1515,Cnpy1,16.227415,51.469868,30779.773,50.616306,162.62643,202.5543,217.86751,0.12602535
1516,Cnpy1,0.36099666,8.315207,29391.398,7.119071,155.34946,202.55138,217.63258,0.12602535
1517,Cnpy1,15.665917,45.544476,30988.744,45.400852,163.73312,202.44867,217.78058,0.12602535
1518,Cnpy1,0.6175528,5.869561,29580.531,5.19538,156.34814,202.479,217.58322,0.12602535
