gene_name,epoch,loss
gene_A,9,0.07113792
gene_A,19,0.07329416
gene_A,29,0.06282561
gene_A,39,0.07365191
gene_A,49,0.06842884
gene_A,59,0.06654255
gene_B,9,0.059204135
gene_B,19,0.06599238
gene_B,29,0.0670484
gene_B,39,0.06984266
