cellIndex,gene_name,unsplice,splice,unsplice_predict,splice_predict,alpha,beta,gamma,loss,cellID,clusters,embedding1,embedding2
8047,gene_A,0.09387826,0.10110723,3.189414,0.29459706,1.1635092,3.2520754,3.3433251,0.062166654,8047,1,0.10110723274125287,8.879292713621124
8048,gene_A,0.04549808,0.15386201,3.0138044,0.24311769,1.1106763,3.257966,3.3465135,0.062166654,8048,1,0.15386203327274595,8.455207499235762
8049,gene_A,0.06584433,0.1936422,3.0785923,0.32403407,1.1295229,3.2561264,3.34567,0.062166654,8049,1,0.19364219552190523,7.922655299840372
8050,gene_A,0.07708471,0.23214468,3.1122587,0.3845125,1.1391425,3.2553072,3.3453355,0.062166654,8050,1,0.23214468919363637,7.500538921863001
8051,gene_A,0.10160893,0.25236037,3.195419,0.45544395,1.1637412,3.252843,3.3440962,0.062166654,8051,1,0.25236038816379913,8.099910387710587
8052,gene_A,0.058512174,0.22363247,3.0491633,0.33723938,1.1204674,3.257247,3.3463283,0.062166654,8052,1,0.2236324671534965,8.381136909943514
8053,gene_A,0.114728674,0.22013384,3.2465875,0.45220768,1.1793853,3.2510676,3.3430889,0.062166654,8053,1,0.22013383819131271,8.993531701957725
8054,gene_A,0.026002513,0.28472915,2.929626,0.32698825,1.0843859,3.2615557,3.3486722,0.062166654,8054,1,0.2847291420425102,7.794887289957689
8055,gene_A,0.055091884,0.1140673,3.0523949,0.2253227,1.122557,3.2564614,3.3456473,0.062166654,8055,1,0.11406729909456673,7.906568046218593
8056,gene_A,0.022720218,0.22465988,2.926547,0.26266152,1.0840902,3.2612834,3.3483794,0.062166654,8056,1,0.2246598681265815,8.832960164710135
8057,gene_A,0.02676633,0.15618885,2.9494355,0.2057945,1.0915644,3.2600975,3.3476012,0.062166654,8057,1,0.15618884770055977,7.580166305247363
8058,gene_A,0.033245977,0.07105817,2.9830217,0.13813962,1.1023908,3.2584596,3.3465507,0.062166654,8058,1,0.07105816756682944,7.442514473715524
8059,gene_A,0.041983545,0.12583911,3.0055397,0.20892471,1.10851,3.258062,3.3464901,0.062166654,8059,1,0.12583911998866004,7.406984805118405
8060,gene_A,0.0076993266,0.045011017,2.8997781,0.05928099,1.0780157,3.261054,3.3478012,0.062166654,8060,1,0.045011013378435424,7.639772037247793
8061,gene_A,0.030281687,0.05791398,2.9746635,0.11932261,1.1000471,3.2586527,3.346615,0.062166654,8061,1,0.05791398175456505,7.010897787984397
8062,gene_A,0.030814001,0.05050823,2.9774852,0.11337048,1.1009599,3.2585137,3.3465257,0.062166654,8062,1,0.050508232077103796,7.473460139486706
8063,gene_A,0.05400816,0.024130587,3.0609355,0.13708988,1.1260177,3.2556152,3.3449876,0.062166654,8063,1,0.024130586476214556,7.050076505219913
8064,gene_A,0.035268806,0.03347866,2.9950452,0.10650196,1.1063433,3.2578301,3.3461347,0.062166654,8064,1,0.033478657905714554,6.0644580879377905
8065,gene_A,0.03196839,0.0,2.9882245,0.06754741,1.1046594,3.2578404,3.346054,0.062166654,8065,1,0.0,6.493149453765909
8066,gene_A,0.06055107,0.0031968385,3.0864,0.13087057,1.1338017,3.2546735,3.3444443,0.062166654,8066,1,0.0031968387709896936,6.3243673065985195
8067,gene_A,0.029255651,0.013556303,2.9771357,0.074774034,1.1012337,3.2582924,3.346318,0.062166654,8067,1,0.013556303243813883,6.2193995639017094
8068,gene_A,0.02540673,0.039590064,2.960502,0.09152109,1.0960379,3.2590053,3.3467464,0.062166654,8068,1,0.039590065274262565,5.973342184531937
8069,gene_A,0.05296047,0.06176423,3.0521848,0.17084633,1.1230313,3.2561407,3.3453507,0.062166654,8069,1,0.06176423011526043,5.969553262023953
8070,gene_A,0.08273233,0.018558364,3.1616635,0.19224633,1.156069,3.2524092,3.3432984,0.062166654,8070,1,0.018558364122630414,6.186517706339541
8071,gene_A,0.031629987,0.0,2.9870663,0.06683317,1.1043158,3.257878,3.3460736,0.062166654,8071,1,0.0,6.587597751503243
8072,gene_A,0.04706901,0.003162999,3.0397494,0.10242478,1.1199288,3.2561707,3.3452158,0.062166654,8072,1,0.003162998830373907,6.441724688804359
8073,gene_A,0.015619629,0.0077343998,2.9315245,0.040411245,1.0877846,3.2597651,3.34705,0.062166654,8073,1,0.007734399631989388,6.549326411629447
8074,gene_A,0.0,0.00926922,2.878696,0.008854388,1.0721606,3.261534,3.347952,0.062166654,8074,1,0.009269219945641428,6.4517433305785
8075,gene_A,0.0046920828,0.01346793,2.8938687,0.02278912,1.0765946,3.2610538,3.3477178,0.062166654,8075,1,0.013467930793071108,5.9208505528665745
8076,gene_A,0.013940651,0.03434297,2.92227,0.062283766,1.0847737,3.2602386,3.3473594,0.062166654,8076,1,0.03434297224588483,6.670126502988538
8077,gene_A,0.048493806,0.084491394,3.0336237,0.18314728,1.1172787,3.2568877,3.3457882,0.062166654,8077,1,0.08449139728945387,6.622501940673131
8078,gene_A,0.0039068135,0.093020976,2.8806677,0.09712278,1.0718818,3.2619932,3.348401,0.062166654,8078,1,0.09302097552625847,6.775363563981662
8079,gene_A,0.021580523,0.048017465,2.9463449,0.09149112,1.091758,3.2595258,3.3470328,0.062166654,8079,1,0.04801746594604562,6.983550659265835
8080,gene_A,0.04697622,0.09866542,3.0264416,0.1934913,1.1149981,3.25721,3.345988,0.062166654,8080,1,0.09866542356602238,7.491103062215443
8081,gene_A,0.011724913,0.0,2.9193876,0.024791412,1.0842748,3.2601192,3.347209,0.062166654,8081,1,0.0,7.154217294444882
8082,gene_A,0.0,0.0011724911,2.8797762,0.0011200189,1.0725629,3.2614462,3.347886,0.062166654,8082,1,0.0011724911235792704,7.2059885488085005
8083,gene_A,0.0037788418,0.0034398504,2.8921385,0.011278259,1.0761873,3.261048,3.3476882,0.062166654,8083,1,0.0034398504709250103,7.376691957878203
8084,gene_A,0.013347584,0.015859446,2.9227374,0.043372147,1.0851015,3.2601078,3.3472452,0.062166654,8084,1,0.015859445385201242,7.876385222998558
8085,gene_A,0.04219645,0.021256847,3.0204895,0.10943963,1.1140212,3.2569163,3.3456402,0.062166654,8085,1,0.0212568470975823,8.00293938555514
8086,gene_A,0.009613633,0.008443335,2.9111223,0.028394848,1.0817441,3.2604473,3.3473973,0.062166654,8086,1,0.008443334822854136,7.845580534042761
8087,gene_A,0.021242663,0.024114007,2.9484086,0.06793995,1.0926142,3.259308,3.346861,0.062166654,8087,1,0.02411400579773019,8.47183313646219
8088,gene_A,0.016370758,0.05286402,2.9280188,0.085113734,1.0862844,3.260163,3.347369,0.062166654,8088,1,0.05286401967998573,7.893798139961209
8089,gene_A,0.029101936,0.0802139,2.9676218,0.1381383,1.097731,3.2590237,3.3468606,0.062166654,8089,1,0.08021389392587294,7.842778828817173
8090,gene_A,0.0194281,0.15472426,2.9247522,0.18888877,1.0842752,3.260907,3.3480084,0.062166654,8090,1,0.15472425878817653,8.745721484241006
8091,gene_A,0.041491393,0.14971955,3.0005991,0.23070484,1.106798,3.2583723,3.346709,0.062166654,8091,1,0.149719572294554,8.524092423389023
8092,gene_A,0.07318247,0.13550234,3.1121118,0.28392568,1.140099,3.2547088,3.3447855,0.062166654,8092,1,0.13550234314642323,8.036152395207557
8093,gene_A,0.09449835,0.06405345,3.1967819,0.26047888,1.166091,3.251609,3.3429914,0.062166654,8093,1,0.06405345446143988,8.200158230676715
8094,gene_A,0.059596326,0.076146,3.073162,0.1985767,1.1291208,3.2555614,3.3450863,0.062166654,8094,1,0.0761459989389613,7.3700509791165665
8095,gene_A,0.105282985,0.03201057,3.239554,0.25250787,1.1792151,3.2500834,3.3421152,0.062166654,8095,1,0.032010569308893844,7.329562762045974
8096,gene_A,0.09701991,0.0,3.214691,0.20454486,1.172103,3.2506447,3.342331,0.062166654,8096,1,0.0,7.50828709793916
8097,gene_A,0.0,0.009701991,2.8786378,0.009267791,1.0721389,3.2615383,3.3479552,0.062166654,8097,1,0.009701991158289035,6.168880466598621
8098,gene_A,0.0051209717,0.01749982,2.8947709,0.027547674,1.0768195,3.261049,3.3477263,0.062166654,8098,1,0.017499819007856292,5.737957032031851
8099,gene_A,0.02063044,0.0019418604,2.9492998,0.045463324,1.0931047,3.2591388,3.3467176,0.062166654,8099,1,0.0019418604055921676,5.6660018909935115
8100,gene_A,0.0,0.008623081,2.878781,0.008237167,1.0721923,3.2615268,3.3479464,0.062166654,8100,1,0.008623081685092807,6.4444577227129045
8101,gene_A,0.0047024484,0.025610415,2.8922784,0.034410506,1.0759997,3.261183,3.3478155,0.062166654,8101,1,0.025610415568552168,6.3178265145257
8102,gene_A,0.0,0.0664644,2.8711007,0.06348947,1.0693318,3.2621481,3.3484125,0.062166654,8102,1,0.06646440120789018,5.558266026834132
8103,gene_A,0.006270709,0.079936095,2.8903372,0.08962333,1.0748701,3.261588,3.3481617,0.062166654,8103,1,0.07993609123685402,4.935780114894184
8104,gene_A,0.012770473,0.12899873,2.9057028,0.15023777,1.0789073,3.2613807,3.348183,0.062166654,8104,1,0.12899873270709045,4.774298823737329
8105,gene_A,0.03372789,0.13037674,2.9766378,0.19583493,1.0998889,3.259039,3.3469977,0.062166654,8105,1,0.1303767466304618,4.4057691432104855
8106,gene_A,0.0705353,0.074308075,3.1113346,0.21986319,1.1404959,3.2543442,3.3444457,0.062166654,8106,1,0.07430807413354823,4.1753868421067555
8107,gene_A,0.0315917,0.00792028,2.985875,0.074320115,1.1038822,3.2579684,3.3461397,0.062166654,8107,1,0.007920280214688227,3.320390938616482
8108,gene_A,0.036899485,0.012071406,3.003511,0.08948786,1.1090728,3.2574146,3.3458693,0.062166654,8108,1,0.01207140532636101,3.7144976790781765
8109,gene_A,0.034635764,0.03395079,2.992813,0.10561708,1.1056763,3.2579064,3.3461747,0.062166654,8109,1,0.03395079022105253,3.0431301393152936
8110,gene_A,0.11922338,0.071262896,3.2838373,0.31930667,1.1920829,3.2489774,3.3416336,0.062166654,8110,1,0.07126289818611811,3.08259160498933
8111,gene_A,0.057050254,0.03206855,3.0703588,0.15108716,1.1287372,3.2553668,3.3448775,0.062166654,8111,1,0.03206855046968946,2.8888327046572497
8112,gene_A,0.13301907,0.025119552,3.340246,0.30412182,1.209499,3.246969,3.3404715,0.062166654,8112,1,0.025119552840563435,2.5731524639963324
8113,gene_A,0.14826344,0.05506809,3.3914366,0.36470637,1.2245966,3.2456152,3.3398392,0.062166654,8113,1,0.05506809005828929,2.196049607643982
8114,gene_A,0.121406466,0.036423113,3.296662,0.29057518,1.1962898,3.2483637,3.3412278,0.062166654,8114,1,0.036423113453214306,2.4024561633852883
8115,gene_A,0.08407709,0.033676773,3.1642897,0.20952654,1.1566979,3.2524245,3.3433433,0.062166654,8115,1,0.03367677399986795,2.5354876324159816
8116,gene_A,0.17173202,0.06477659,3.4765255,0.42310748,1.2501737,3.2431304,3.3385713,0.062166654,8116,1,0.0647765892253445,2.8773364409100677
8117,gene_A,0.22380684,0.08614497,3.671413,0.5524197,1.3091863,3.2387216,3.3358757,0.062166654,8117,1,0.0861449665635357,3.090991554578325
8118,gene_A,0.26836008,0.069822535,3.849493,0.6297305,1.3638855,3.234797,3.3333104,0.062166654,8118,1,0.06982253291006485,3.5835935298565906
8119,gene_A,0.28895634,0.0695184,3.9324758,0.6723268,1.3894143,3.2330627,3.332183,0.062166654,8119,1,0.06951840523308411,3.8303445173433257
8120,gene_A,0.2534155,0.065093294,3.7906954,0.5940553,1.3458867,3.2359998,3.3340883,0.062166654,8120,1,0.06509329518696534,3.5341783847228614
8121,gene_A,0.23181464,0.04531673,3.7085738,0.5300637,1.3209348,3.2375937,3.3351066,0.062166654,8121,1,0.04531672942153264,3.599418923830302
8122,gene_A,0.2930002,0.030993821,3.9547937,0.64385176,1.396666,3.2322931,3.3316488,0.062166654,8122,1,0.03099382152032152,3.493062895208374
8123,gene_A,0.24931803,0.049990382,3.776717,0.5710541,1.3417482,3.2361755,3.3341892,0.062166654,8123,1,0.049990383237236626,3.9825891293778093
8124,gene_A,0.21361835,0.113798745,3.6279743,0.557599,1.2956667,3.2398853,3.336656,0.062166654,8124,1,0.11379874834966242,4.176100451756285
8125,gene_A,0.2969865,0.233107,3.9400413,0.845686,1.3901535,3.2342143,3.3330739,0.062166654,8125,1,0.23310700147632107,4.225890080628227
8126,gene_A,0.43756893,0.34175682,4.50393,1.2413706,1.5634173,3.2234862,3.3261702,0.062166654,8126,1,0.34175682057291334,3.788502988677335
8127,gene_A,0.5440071,0.6326894,4.8453064,1.7408864,1.6627625,3.2205563,3.3230758,0.062166654,8127,1,0.6326894350650705,3.8469607910309493
8128,gene_A,0.30240154,0.561504,3.911937,1.1714218,1.3783102,3.2374237,3.3354466,0.062166654,8128,1,0.5615040205978119,3.8118674495643643
8129,gene_A,0.41122243,0.6510873,4.346168,1.483358,1.5116085,3.2292135,3.3302214,0.062166654,8129,1,0.6510872772115154,2.8379113432774545
8130,gene_A,0.6389389,0.6336358,5.154243,1.9386549,1.7529925,3.217036,3.3191783,0.062166654,8130,1,0.6336358208708621,2.133030410393852
8131,gene_A,0.6274226,0.90036833,5.0871353,2.1706228,1.731063,3.219804,3.3214936,0.062166654,8131,1,0.9003683051419785,2.4087581975102634
8132,gene_A,0.69508886,1.1994332,5.270309,2.597916,1.7816495,3.220237,3.321138,0.062166654,8132,1,1.1994330927853998,3.4811782936511646
8133,gene_A,0.6852477,1.4497582,5.212479,2.817618,1.762735,3.222674,3.3231432,0.062166654,8133,1,1.4497581265115662,3.4480239892418085
8134,gene_A,0.4642667,1.5561932,4.4234653,2.4608443,1.5266709,3.234759,3.3346443,0.062166654,8134,1,1.5561933750778105,3.504369200694683
8135,gene_A,0.5083636,1.7432951,4.5734687,2.731637,1.571035,3.2332232,3.3336353,0.062166654,8135,1,1.7432950785286425,3.5015130643500925
8136,gene_A,0.33042422,1.8545498,3.8271637,2.4679816,1.3395822,3.2493138,3.3443468,0.062166654,8136,1,1.8545498234795477,3.603013223555656
8137,gene_A,0.2351786,1.8266728,3.46332,2.241677,1.2288735,3.2569768,3.3492968,0.062166654,8137,1,1.826672793147105,4.02988679388415
8138,gene_A,0.30513313,2.0282698,3.702455,2.5813572,1.2997471,3.2533352,3.3471208,0.062166654,8138,1,2.0282698490843822,3.3800404577932444
8139,gene_A,0.1933411,2.057815,3.2720106,2.374742,1.1685185,3.2630513,3.3534195,0.062166654,8139,1,2.057815155841033,3.684874440001039
8140,gene_A,0.25051916,1.813844,3.5246623,2.261617,1.247727,3.2555406,3.3483627,0.062166654,8140,1,1.8138439661118406,3.87343750283669
8141,gene_A,0.15321317,2.1339304,3.1146388,2.3628616,1.120333,3.2672703,3.356202,0.062166654,8141,1,2.133930537985343,4.072784064681927
8142,gene_A,0.07045009,2.157533,2.832336,2.2103057,1.03666,3.2764854,3.361082,0.062166654,8142,1,2.157532886355388,4.6883401024697955
8143,gene_A,0.0457062,2.3636105,2.726129,2.354593,1.0035157,3.2814345,3.3641293,0.062166654,8143,1,2.3636104775441265,4.52882310124894
8144,gene_A,0.0,2.322181,2.586669,2.2176821,0.96339613,3.2861109,3.3663983,0.062166654,8144,1,2.3221808791918788,4.3267333027209265
8145,gene_A,0.010141669,2.4154253,2.6072252,2.3283389,0.9684307,3.2859626,3.3665628,0.062166654,8145,1,2.4154252742925117,4.528229828640684
8146,gene_A,0.01342582,2.267994,2.6355042,2.1945658,0.9781133,3.2840393,3.3652034,0.062166654,8146,1,2.2679939163109406,4.787405577396078
8147,gene_A,0.0045890706,1.9136198,2.6509624,1.8373624,0.98615503,3.281273,3.3628845,0.062166654,8147,1,1.9136198075615656,4.026383388495324
8148,gene_A,0.03717095,1.368323,2.8246443,1.3858038,1.0424026,3.2718585,3.3566878,0.062166654,8148,1,1.3683231084834042,4.855814414475305
8149,gene_A,0.001325963,1.1367702,2.7372577,1.0885749,1.019139,3.2733977,3.3568802,0.062166654,8149,1,1.1367702743704755,4.764924922643449
8150,gene_A,0.0,1.2296596,2.7212825,1.1744674,1.0135325,3.2745304,3.3576968,0.062166654,8150,1,1.229659605529798,4.637950269801597
8151,gene_A,0.00888471,1.2722988,2.7445936,1.2340617,1.0199143,3.2739933,3.3575308,0.062166654,8151,1,1.2722987683433429,5.011796415770168
8152,gene_A,0.048964575,1.2984779,2.872694,1.3440747,1.0572408,3.2697897,3.3554585,0.062166654,8152,1,1.2984778823126106,4.686632313118551
8153,gene_A,0.0,1.2741562,2.7156928,1.216961,1.0114506,3.2750027,3.3580515,0.062166654,8153,1,1.274156265279804,4.375067945093608
8154,gene_A,0.009929885,1.3484117,2.7383616,1.3089725,1.0173229,3.2746844,3.358078,0.062166654,8154,1,1.3484116251618383,4.724805801267538
8155,gene_A,0.015535942,1.2687775,2.7666266,1.244821,1.026398,3.2732143,3.3571248,0.062166654,8155,1,1.26877748296846,5.032741766564563
8156,gene_A,0.009283959,1.3505007,2.7360106,1.3095955,1.0166144,3.2747784,3.3581314,0.062166654,8156,1,1.350500687650768,5.219538087655389
8157,gene_A,0.0146024795,1.2637955,2.7642252,1.238081,1.0257453,3.2732654,3.3571382,0.062166654,8157,1,1.2637955116052395,4.965538302435285
8158,gene_A,0.0025217333,0.94919753,2.7649438,0.9119742,1.0291408,3.2712734,3.3553166,0.062166654,8158,1,0.949197555612121,4.614413471768698
8159,gene_A,0.0094046015,1.0107312,2.7795472,0.985349,1.0327972,3.2711592,3.3554158,0.062166654,8159,1,1.0107312312125611,4.493721607634583
8160,gene_A,0.011623296,1.1600487,2.767731,1.1326698,1.027822,3.2724967,3.3564801,0.062166654,8160,1,1.1600487800847494,4.302953581553391
8161,gene_A,0.0,1.3092989,2.7112858,1.2505212,1.0098093,3.2753754,3.3583317,0.062166654,8161,1,1.3092988920928557,4.799093784001374
8162,gene_A,0.008322479,1.6709868,2.6927946,1.6136135,1.0007688,3.278285,3.3607397,0.062166654,8162,1,1.670986818396449,4.984433637631493
8163,gene_A,0.0,1.3948233,2.7005875,1.3321935,1.0058247,3.2762825,3.3590133,0.062166654,8163,1,1.3948233270957782,4.884128471524503
8164,gene_A,0.008046764,1.2361206,2.7464564,1.1977305,1.0208249,3.2737026,3.3572903,0.062166654,8164,1,1.2361205591970055,4.190928409949236
8165,gene_A,0.0055120373,1.0836713,2.7575612,1.0467519,1.025617,3.2723672,3.3562188,0.062166654,8165,1,1.0836713225824939,4.243369633073223
8166,gene_A,0.026460102,0.9250304,2.8467233,0.93964887,1.0533966,3.2683353,3.3537605,0.062166654,8166,1,0.925030402100531,3.968967220442089
8167,gene_A,0.043316077,0.80939233,2.9181879,0.864858,1.0756412,3.265209,3.3518758,0.062166654,8167,1,0.8093922859920756,3.503622188237483
8168,gene_A,0.022138838,0.7902751,2.849952,0.8017699,1.055718,3.2673836,3.3529308,0.062166654,8168,1,0.790275085742916,4.172083548838389
8169,gene_A,0.033588212,0.6179074,2.9108675,0.6613392,1.0754353,3.2642586,3.3509014,0.062166654,8169,1,0.617907392767713,4.431536160701458
8170,gene_A,0.04903987,0.54727364,2.972591,0.62651354,1.0944139,3.261768,3.3494556,0.062166654,8170,1,0.5472736589690499,3.9819622998117303
8171,gene_A,0.012746948,0.5066963,2.8557904,0.51099396,1.0603255,3.2654138,3.3512018,0.062166654,8171,1,0.5066962985595427,4.445768105507139
8172,gene_A,0.030751705,0.42161512,2.9274101,0.46780682,1.0823299,3.2624826,3.3494952,0.062166654,8172,1,0.4216151261491868,4.602545045582335
8173,gene_A,0.08073036,0.28528923,3.1175606,0.44298536,1.1401714,3.2554724,3.3455527,0.062166654,8173,1,0.2852892423933334,5.128876622502049
8174,gene_A,0.09044346,0.31037742,3.1479764,0.48741478,1.1489761,3.254678,3.3451984,0.062166654,8174,1,0.3103774180934945,5.270447191839524
8175,gene_A,0.05022985,0.30582896,3.0093563,0.39831647,1.1077936,3.2590568,3.3474584,0.062166654,8175,1,0.3058289585578334,5.930569766155362
8176,gene_A,0.073513314,0.28487888,3.0925443,0.42739102,1.1327293,3.2562563,3.3459616,0.062166654,8176,1,0.2848788769362626,5.943126173387682
8177,gene_A,0.08314674,0.18170281,3.1404488,0.34906235,1.148065,3.2541106,3.344586,0.062166654,8177,1,0.1817027968614739,6.021584148601258
8178,gene_A,0.037172344,0.12250943,2.9894872,0.19558929,1.1037803,3.2585676,3.346738,0.062166654,8178,1,0.12250942985069832,6.463183592561057
8179,gene_A,0.055739928,0.12430588,3.0532315,0.23647329,1.1227005,3.2564976,3.3456924,0.062166654,8179,1,0.12430588108391749,6.569497395920352
8180,gene_A,0.068677425,0.0706546,3.1053746,0.2124589,1.1387589,3.254508,3.3445225,0.062166654,8180,1,0.07065460258596615,6.72760089281736
8181,gene_A,0.044678964,0.104068056,3.0177839,0.19380815,1.1123703,3.257526,3.346162,0.062166654,8181,1,0.10406805624419982,6.425634467319512
8182,gene_A,0.08505742,0.17965409,3.1474268,0.35112536,1.1501671,3.25388,3.3444607,0.062166654,8182,1,0.17965409838290425,6.704101850864601
8183,gene_A,0.09735558,0.116699986,3.199516,0.31681398,1.1663681,3.251862,3.3432517,0.062166654,8183,1,0.11669998852031832,7.412977760417529
8184,gene_A,0.0,0.18664262,2.8552878,0.17828612,1.0634423,3.263431,3.3493726,0.062166654,8184,1,0.18664259807980113,7.733156506057629
8185,gene_A,0.0032893813,0.21795912,2.8621333,0.21516246,1.065139,3.263396,3.3494349,0.062166654,8185,1,0.2179591182299442,7.385844118180972
8186,gene_A,0.005581678,0.16625467,2.8766108,0.17062302,1.0699366,3.2625866,3.3488908,0.062166654,8186,1,0.16625467620668766,6.572219636019966
8187,gene_A,0.04255502,0.0171891,3.022273,0.106308915,1.1145922,3.2568321,3.345587,0.062166654,8187,1,0.017189100338434182,6.181461072092366
8188,gene_A,0.06572095,0.0,3.104779,0.13870409,1.1393033,3.2540727,3.3441226,0.062166654,8188,1,0.0,6.492323742189292
8189,gene_A,0.0534789,0.0065720957,3.061491,0.11919446,1.1263615,3.2554848,3.3448765,0.062166654,8189,1,0.006572095656899569,6.171253275150376
8190,gene_A,0.077150665,0.024878385,3.1412203,0.18654366,1.149906,3.2530885,3.3436687,0.062166654,8190,1,0.024878385587061434,5.955956433298093
8191,gene_A,0.17996727,0.10324909,3.5021672,0.47714445,1.2575808,3.242781,3.3384266,0.062166654,8191,1,0.10324908727724763,5.764645166360949
8192,gene_A,0.061656397,0.1908896,3.0645032,0.31257695,1.1253632,3.2565546,3.3458874,0.062166654,8192,1,0.1908896014235379,5.664815997770055
8193,gene_A,0.123311326,0.34136358,3.259834,0.5861424,1.1820914,3.2514157,3.3435686,0.062166654,8193,1,0.3413635602091857,5.59210356925053
8194,gene_A,0.078699045,0.3261819,3.1048174,0.4777918,1.1359543,3.2561276,3.3459954,0.062166654,8194,1,0.326181908845912,5.975443752621005
8195,gene_A,0.038147066,0.40442705,2.9547591,0.46701446,1.090597,3.261468,3.3489358,0.062166654,8195,1,0.40442704545829605,6.354381028789804
8196,gene_A,0.07361591,0.38998553,3.0783942,0.52806157,1.1274353,3.2573593,3.3467958,0.062166654,8196,1,0.38998551783750596,6.048235949640331
8197,gene_A,0.16915868,0.49538204,3.403633,0.8295996,1.2237232,3.2480578,3.3421843,0.062166654,8197,1,0.495382053877836,5.504038132252452
8198,gene_A,0.16080594,0.62378705,3.3538644,0.9348913,1.2073694,3.25028,3.3436818,0.062166654,8198,1,0.6237870467844543,5.663900862427883
8199,gene_A,0.118461005,0.7106869,3.190079,0.9290406,1.1573892,3.2558513,3.346798,0.062166654,8199,1,0.7106869483786629,6.036082511288327
8200,gene_A,0.13778615,0.6313858,3.2698941,0.89384544,1.1820865,3.2528903,3.3450592,0.062166654,8200,1,0.6313858108023478,6.047526579102863
8201,gene_A,0.1706268,0.67714584,3.3826675,1.006525,1.2155439,3.249883,3.3435621,0.062166654,8201,1,0.677145828995461,6.042930235155402
8202,gene_A,0.1844236,0.68937653,3.4331694,1.0471573,1.2307621,3.2487247,3.342899,0.062166654,8202,1,0.689376445877241,6.6083094185037154
8203,gene_A,0.25900403,0.81858456,3.701192,1.3269554,1.3111678,3.2438881,3.3398843,0.062166654,8203,1,0.8185845827710626,6.383618083476624
8204,gene_A,0.21889558,0.78284246,3.5521147,1.2088255,1.2660934,3.2468479,3.341779,0.062166654,8204,1,0.7828424783476524,6.979176630106059
8205,gene_A,0.09673042,0.67540866,3.1190226,0.8495706,1.1365712,3.2578607,3.3477573,0.062166654,8205,1,0.6754086784207625,8.034541054495547
8206,gene_A,0.11237199,0.77727556,3.159361,0.9798832,1.147534,3.2572236,3.3476782,0.062166654,8206,1,0.7772755810210517,8.491157269341862
8207,gene_A,0.14102976,0.95656097,3.2349665,1.2115742,1.1682504,3.255969,3.3474724,0.062166654,8207,1,0.9565609517361301,9.216058491462077
8208,gene_A,0.21513334,1.19272,3.4784,1.5930887,1.2396523,3.251678,3.3452842,0.062166654,8208,1,1.1927200563186307,9.21202293541002
8209,gene_A,0.25878194,0.972514,3.6776867,1.4738163,1.3024867,3.2456002,3.3411372,0.062166654,8209,1,0.9725139570679354,9.778712643326614
8210,gene_A,0.018277163,1.1938384,2.7851202,1.1790631,1.0325754,3.272113,3.3563712,0.062166654,8210,1,1.1938383243604798,9.940890477276117
8211,gene_A,0.02924089,1.0428146,2.8406155,1.0580542,1.0504022,3.2692788,3.3545415,0.062166654,8211,1,1.0428145928365917,10.420858714711526
8212,gene_A,0.02886587,0.64110994,2.8919501,0.67351544,1.0696145,3.265037,3.351356,0.062166654,8212,1,0.6411099294280981,10.15246831044318
8213,gene_A,0.0068433504,0.7738828,2.801557,0.7536983,1.0416574,3.2689266,3.3536718,0.062166654,8213,1,0.773882816630336,9.928788402176467
8214,gene_A,0.0,0.8664669,2.7672944,0.82760996,1.0306695,3.2706754,3.354801,0.062166654,8214,1,0.8664668917495763,10.092144109794097
8215,gene_A,0.0019445536,0.40896612,2.8326638,0.39476502,1.054512,3.2655854,3.3510368,0.062166654,8215,1,0.4089661336247806,10.148141024299832
8216,gene_A,0.0,0.52366596,2.8113577,0.50020117,1.0470808,3.2670264,3.3520648,0.062166654,8216,1,0.5236659682748365,10.56086854669782
8217,gene_A,0.0017772731,0.84156454,2.7762594,0.80759734,1.0335481,3.2702134,3.3545003,0.062166654,8217,1,0.8415646154006522,11.564132865403211
8218,gene_A,0.013558275,0.56377757,2.8510227,0.56723785,1.0583397,3.265932,3.3516116,0.062166654,8218,1,0.5637775709818916,11.179025179050006
8219,gene_A,0.0104423,0.540896,2.8436584,0.538782,1.0564045,3.2660377,3.3516061,0.062166654,8219,1,0.5408959807701323,11.57183354305358
8220,gene_A,0.0,0.47697905,2.8174076,0.4556086,1.0493339,3.2665284,3.351692,0.062166654,8220,1,0.4769790547732607,11.099584864736315
8221,gene_A,0.0016102958,0.48181242,2.822082,0.46363717,1.0506576,3.2663996,3.3516383,0.062166654,8221,1,0.4818124321650827,11.631216569537465
8222,gene_A,0.0,0.26567313,2.8449323,0.25377598,1.0595855,3.2642744,3.3500044,0.062166654,8222,1,0.2656731162219731,11.737533742729282
8223,gene_A,0.0014412367,0.31615567,2.8431056,0.3050481,1.0585315,3.2646513,3.3503249,0.062166654,8223,1,0.31615567506350384,10.495967265655752
8224,gene_A,0.0035642246,0.40606618,2.8384147,0.39542553,1.0562341,3.2653723,3.350922,0.062166654,8224,1,0.4060662044340784,10.505168877205511
8225,gene_A,0.0,0.553738,2.8074677,0.5289239,1.0456319,3.267347,3.352305,0.062166654,8225,1,0.5537379896471091,11.364451504001282
8226,gene_A,0.0015366795,0.66773653,2.7977908,0.64106405,1.0416296,3.268391,3.353127,0.062166654,8226,1,0.6677364543416582,10.942144222066092
8227,gene_A,0.0046440875,0.501543,2.8295593,0.48891056,1.0526562,3.2662694,3.3516226,0.062166654,8227,1,0.5015429817531367,11.152868733875955
