cellIndex,gene_name,unsplice,splice,unsplice_predict,splice_predict,alpha,beta,gamma,loss,cellID,clusters,embedding1,embedding2
3677,gene_A,1.8868345,23.41159,6.792022,26.464806,2.0474439,3.3701777,3.4223301,0.062166654,3677,0,23.411591010969982,0.05353537748944127
3678,gene_A,1.6877635,21.347717,6.447586,24.051664,1.9695405,3.361695,3.41977,0.062166654,3678,0,21.34771715679775,0.07821444711922079
3679,gene_A,1.625401,21.831234,6.2529526,24.381977,1.913367,3.3680954,3.4262068,0.062166654,3679,0,21.831234920189644,0.0
3680,gene_A,1.7654588,21.311684,6.636043,24.183777,2.019628,3.3580527,3.4153216,0.062166654,3680,0,21.311684538505546,0.0
3681,gene_A,2.122607,22.063967,7.3444605,25.670845,2.1913848,3.3490357,3.4027848,0.062166654,3681,0,22.06396776147181,2.093789990380263e-05
3682,gene_A,2.3678596,22.377644,7.8320446,26.49451,2.3095236,3.3417187,3.3934824,0.062166654,3682,0,22.377644082940265,0.0
3683,gene_A,2.5217838,21.997795,8.155834,26.45433,2.3898983,3.333385,3.3851125,0.062166654,3683,0,21.997795520182766,2.049942026763137e-05
3684,gene_A,1.9249183,21.50932,6.9681754,24.714941,2.1021526,3.3527086,3.4086041,0.062166654,3684,0,21.509318920280357,0.0008788256563507055
3685,gene_A,2.1902456,21.343473,7.5185294,25.119925,2.2382238,3.3403943,3.3952203,0.062166654,3685,0,21.34347612471537,0.0013349574145822781
3686,gene_A,2.0025012,20.146595,7.196984,23.567371,2.1664848,3.3381412,3.3964138,0.062166654,3686,0,20.14659454368994,0.007508266710193836
3687,gene_A,2.038048,19.517553,7.3001285,23.03656,2.1953092,3.3315318,3.39088,0.062166654,3687,0,19.517554130754565,0.009115752584343781
3688,gene_A,2.1917777,18.728842,7.657443,22.600588,2.2879236,3.3187535,3.3789554,0.062166654,3688,0,18.728839610940454,0.0
3689,gene_A,2.1381721,20.226427,7.4685283,23.93217,2.2324383,3.3333151,3.3906813,0.062166654,3689,0,20.226427002064554,2.6182471138583277e-05
3690,gene_A,2.4520338,21.039122,8.056718,25.381145,2.3704796,3.3284628,3.3825157,0.062166654,3690,0,21.039121629947196,0.0
3691,gene_A,2.2068162,20.746502,7.582937,24.579205,2.2575333,3.3348184,3.3907564,0.062166654,3691,0,20.74650135346859,2.438380008064681e-05
3692,gene_A,1.6578944,20.919239,6.398859,23.575533,1.9589056,3.3594458,3.4187002,0.062166654,3692,0,20.91923812406607,5.140149634501338e-05
3693,gene_A,1.415254,21.455296,5.5226493,23.56854,1.6954767,3.375955,3.4362345,0.062166654,3693,0,21.455296374423853,0.0023274782865864317
3694,gene_A,1.4327838,20.547909,5.6611485,22.73491,1.7421409,3.3670468,3.4290566,0.062166654,3694,0,20.547909488414174,0.0
3695,gene_A,1.4657267,20.615034,5.784289,22.870134,1.7795186,3.3658175,3.42758,0.062166654,3695,0,20.615031937163977,0.0
3696,gene_A,1.5639926,21.509209,6.0812287,23.940176,1.8651121,3.3681786,3.4278293,0.062166654,3696,0,21.509208814363372,2.362856364785159e-05
3697,gene_A,1.0762745,21.582506,4.187746,22.957739,1.2857314,3.3992476,3.4577754,0.062166654,3697,0,21.582505603844616,0.0
3698,gene_A,1.0969728,20.555077,4.3535314,22.017662,1.3417797,3.3879714,3.4495816,0.062166654,3698,0,20.55507650056539,8.411977629499341e-05
3699,gene_A,1.1125818,20.006842,4.4591355,21.525808,1.3768944,3.381813,3.4449177,0.062166654,3699,0,20.00684228372007,0.0036588309777521007
3700,gene_A,1.0917081,19.265127,4.4404187,20.769571,1.3750407,3.3762927,3.4409842,0.062166654,3700,0,19.265127050142326,0.014631050237435689
3701,gene_A,1.3334136,19.58594,5.3580155,21.597647,1.6545093,3.3640676,3.4283328,0.062166654,3701,0,19.585938625989513,0.0
3702,gene_A,1.620369,18.392744,6.4466753,21.065525,1.9852122,3.3397508,3.4045122,0.062166654,3702,0,18.392743809653997,0.0002376647896746268
3703,gene_A,1.4553901,18.398523,5.9221687,20.718252,1.8325553,3.3468046,3.413017,0.062166654,3703,0,18.39852404913544,0.002349897006786056
3704,gene_A,1.5241498,19.163567,6.1003923,21.600687,1.8814903,3.3503008,3.4146235,0.062166654,3704,0,19.16356573262649,0.0
3705,gene_A,1.568814,18.292034,6.2999024,20.85845,1.9438437,3.34097,3.4066308,0.062166654,3705,0,18.292033571946757,2.9454587588405645e-05
3706,gene_A,1.7671636,17.280106,6.8822722,20.306355,2.1087742,3.323383,3.3888197,0.062166654,3706,0,17.280104680897793,0.00026941869139247317
3707,gene_A,2.0993896,16.826077,7.583797,20.56984,2.2833705,3.306383,3.3710494,0.062166654,3707,0,16.826075805209754,0.0
3708,gene_A,1.6921194,17.06649,6.7237477,19.941673,2.0691175,3.3248215,3.391311,0.062166654,3708,0,17.066489682535366,0.0
3709,gene_A,1.6312133,17.191484,6.558764,19.932817,2.0235534,3.3287432,3.3956394,0.062166654,3709,0,17.19148400868441,3.5196788960008334e-05
3710,gene_A,1.8866308,17.774485,7.0966744,21.035364,2.157845,3.3225248,3.3864148,0.062166654,3710,0,17.77448466555558,8.814156863816479e-05
3711,gene_A,1.5183609,18.273766,6.1364346,20.733116,1.8960142,3.3430197,3.4090426,0.062166654,3711,0,18.273764793041796,0.00423352883858351
3712,gene_A,1.4641539,18.169672,5.9697375,20.517157,1.8479086,3.3445039,3.4110518,0.062166654,3712,0,18.169671451270148,0.007378513718368535
3713,gene_A,1.9003502,17.627502,7.1353874,20.922668,2.16861,3.3206353,3.384739,0.062166654,3713,0,17.62750274983045,0.0
3714,gene_A,1.8795317,17.720829,7.0862117,20.968624,2.1557622,3.3223374,3.3863702,0.062166654,3714,0,17.720829667550042,0.0006359779657283314
3715,gene_A,2.3244364,19.09571,7.8890066,23.235592,2.3399503,3.3177888,3.3765302,0.062166654,3715,0,19.095710236039746,0.0
3716,gene_A,2.7124841,17.872747,8.6830225,22.871494,2.5338738,3.2973137,3.3569584,0.062166654,3716,0,17.872747824680356,3.1743229866227944e-05
3717,gene_A,2.9384627,18.699196,9.061397,24.146349,2.6165652,3.2982194,3.3549552,0.062166654,3717,0,18.699196118152887,0.0006031775243634386
3718,gene_A,2.8534386,18.402111,8.917793,23.680075,2.585,3.297986,3.3557844,0.062166654,3718,0,18.402111716618297,0.0
3719,gene_A,3.0029278,18.3926,9.195769,23.9847,2.6495717,3.2943382,3.351474,0.062166654,3719,0,18.392598421950336,0.0
3720,gene_A,2.7677407,18.84878,8.7379675,23.932135,2.5406737,3.3035393,3.3606799,0.062166654,3720,0,18.84878026004983,2.944313761333694e-05
3721,gene_A,2.651778,19.624,8.491425,24.437128,2.47956,3.3122969,3.368315,0.062166654,3721,0,19.624003184610835,0.0
3722,gene_A,2.8348634,19.96664,8.813474,25.154968,2.5521524,3.3103163,3.3647442,0.062166654,3722,0,19.966640642321604,0.0
3723,gene_A,2.3979175,20.049244,7.988011,24.311386,2.3583338,3.3228736,3.379244,0.062166654,3723,0,20.049244534757765,2.5899925212331513e-05
3724,gene_A,2.7038977,20.295036,8.559204,25.195871,2.4917274,3.316012,3.370379,0.062166654,3724,0,20.295035607014935,0.0
3725,gene_A,2.4207647,19.98507,8.033287,24.29788,2.369226,3.3217514,3.3781443,0.062166654,3725,0,19.985069625580575,2.4815607232508687e-05
3726,gene_A,2.5464454,20.598934,8.248598,25.156553,2.4171662,3.322655,3.377159,0.062166654,3726,0,20.59893408275876,0.00028941699257652436
3727,gene_A,2.7973788,21.059536,8.699079,26.132738,2.5200849,3.3193967,3.3717217,0.062166654,3727,0,21.059536230137546,0.0
3728,gene_A,2.4778826,21.971003,8.074493,26.335123,2.3709683,3.3344223,3.3864198,0.062166654,3728,0,21.971002097895834,0.00021809339408542262
3729,gene_A,2.6188192,21.7514,8.3469095,26.422544,2.435733,3.3288996,3.3806617,0.062166654,3729,0,21.751400141104426,0.00280660344274098
3730,gene_A,2.6016452,22.315233,8.2956,26.930428,2.4214451,3.3334246,3.3841043,0.062166654,3730,0,22.31523347658338,0.006038091455648425
3731,gene_A,2.2030308,22.473413,7.4874616,26.236866,2.224041,3.3491523,3.4016354,0.062166654,3731,0,22.473412689211294,0.0283327991142307
3732,gene_A,2.2006636,22.232813,7.49479,25.999796,2.2272336,3.3472745,3.400254,0.062166654,3732,0,22.232815295172507,0.0
3733,gene_A,2.1080375,21.352314,7.350476,24.953804,2.1969755,3.3437843,3.3990455,0.062166654,3733,0,21.35231332126012,0.0015493834696695533
3734,gene_A,2.142227,21.555294,7.4097857,25.222195,2.2103174,3.3440716,3.3987358,0.062166654,3734,0,21.555293642224115,0.0
3735,gene_A,1.7926522,20.91397,6.7237196,23.85936,2.0450435,3.3535802,3.4113326,0.062166654,3735,0,20.913970154104835,0.006202965796661642
3736,gene_A,1.9229975,21.8081,6.9487658,24.998562,2.0955868,3.3552778,3.4105651,0.062166654,3736,0,21.808100164924323,0.035122758915135624
3737,gene_A,1.5047388,20.792192,5.9242744,23.124058,1.8216482,3.3652172,3.426494,0.062166654,3737,0,20.7921923402067,0.05125501347760876
3738,gene_A,1.6386479,21.141352,6.3319926,23.747564,1.9390714,3.3619835,3.4211473,0.062166654,3738,0,21.141351544928156,0.13428350798786132
3739,gene_A,1.7875096,21.952183,6.6545677,24.847284,2.0211532,3.3624167,3.4181626,0.062166654,3739,0,21.95218191777795,0.0718140027526629
3740,gene_A,1.7531499,23.010105,6.5149636,25.790953,1.978571,3.3726542,3.4266913,0.062166654,3740,0,23.010104783167844,0.0446903897083994
3741,gene_A,2.340434,23.573343,7.7133894,27.590366,2.273253,3.3526337,3.4021494,0.062166654,3741,0,23.57334410491211,0.14738496223312014
3742,gene_A,2.2232974,24.307583,7.4363847,28.04876,2.2009184,3.3633578,3.4120405,0.062166654,3742,0,24.307582041094275,0.03663844185257947
3743,gene_A,1.9605602,24.288948,6.899591,27.467695,2.0689397,3.3742123,3.4242182,0.062166654,3743,0,24.288950404079017,0.005165203834783798
3744,gene_A,1.49545,25.334185,5.5281706,27.465967,1.6785747,3.4052937,3.4579093,0.062166654,3744,0,25.334184446491744,0.0269177155240077
3745,gene_A,1.6881725,24.06058,6.2821593,26.660685,1.9091538,3.3844244,3.4372008,0.062166654,3745,0,24.060579278665752,0.05996769367758896
3746,gene_A,1.9159238,23.447838,6.8501654,26.562138,2.0616,3.3692017,3.4211438,0.062166654,3746,0,23.44783778585345,0.03104137298823102
3747,gene_A,2.145114,24.157875,7.2858143,27.737154,2.1649818,3.3652768,3.414662,0.062166654,3747,0,24.15787558009733,0.09481873750488355
3748,gene_A,1.781974,25.252428,6.46003,28.009539,1.9518273,3.390133,3.4393618,0.062166654,3748,0,25.252428245305392,0.1308345639359398
3749,gene_A,2.2661636,24.62411,7.507619,28.445627,2.2165518,3.3642228,3.4120417,0.062166654,3749,0,24.624109380606377,0.11627157488896708
3750,gene_A,2.942369,24.230368,8.860298,29.505232,2.5447574,3.338384,3.3834658,0.062166654,3750,0,24.23036747476266,0.14435569738481596
3751,gene_A,3.0068772,23.33038,9.004044,28.772507,2.5809321,3.3306625,3.3772323,0.062166654,3751,0,23.330378922656312,0.1111826711382039
3752,gene_A,2.9507935,24.31346,8.87267,29.60352,2.5472443,3.338788,3.3836508,0.062166654,3752,0,24.313459538408086,0.06999530358238035
3753,gene_A,2.5534947,26.063263,8.026943,30.447882,2.336496,3.3644133,3.407778,0.062166654,3753,0,26.06326324920295,0.12402651664620477
3754,gene_A,2.6759372,24.536713,8.361958,29.23309,2.4283597,3.3472342,3.3929725,0.062166654,3754,0,24.536715465544763,0.0
3755,gene_A,2.1455228,23.077522,7.3402996,26.696735,2.184511,3.3564193,3.4080067,0.062166654,3755,0,23.077522183694526,0.0003137697302158626
3756,gene_A,2.1258833,23.455574,7.28187,27.01916,2.168064,3.360305,3.4112227,0.062166654,3756,0,23.455573282445545,0.0005936006916038401
3757,gene_A,1.6818215,24.044727,6.263264,26.631708,1.9037464,3.384592,3.4374974,0.062166654,3757,0,24.044727342265205,0.0048430598179943175
3758,gene_A,1.5414968,25.801035,5.6673,28.014294,1.7187625,3.4068208,3.4583929,0.062166654,3758,0,25.801033997597976,0.03355163598847142
3759,gene_A,1.9093668,24.37164,6.7898397,27.437218,2.0413337,3.3771412,3.427217,0.062166654,3759,0,24.371639976370055,0.014435778072205682
3760,gene_A,1.5712057,22.937891,5.995692,25.328726,1.8320736,3.3803537,3.4370666,0.062166654,3760,0,22.937889531915715,0.0
3761,gene_A,1.723131,20.95487,6.553291,23.749779,1.9995748,3.356914,3.4153717,0.062166654,3761,0,20.95486970692929,8.516330807044488e-05
3762,gene_A,1.5487812,21.215677,6.0504365,23.625412,1.8574386,3.36643,3.4267614,0.062166654,3762,0,21.215677739819593,0.001954204308164934
3763,gene_A,1.6875818,19.47586,6.5478983,22.25103,2.0060375,3.3461373,3.407951,0.062166654,3763,0,19.47586134302526,0.0
3764,gene_A,1.8067442,19.064873,6.8501797,22.109442,2.0875201,3.3374074,3.398931,0.062166654,3764,0,19.064872856081802,0.00043580510900035187
3765,gene_A,1.8855307,18.43256,7.051631,21.667393,2.1417382,3.3284342,3.3909392,0.062166654,3765,0,18.432559412602306,0.0
3766,gene_A,1.7649846,19.500261,6.7340117,22.439785,2.055317,3.343015,3.4038901,0.062166654,3766,0,19.500260778385453,0.0
3767,gene_A,1.874452,18.725477,7.011261,21.926193,2.1297474,3.3314726,3.3933969,0.062166654,3767,0,18.72547646951038,2.934623228199328e-05
3768,gene_A,1.5338813,19.248796,6.1265416,21.70345,1.8887515,3.3505974,3.414698,0.062166654,3768,0,19.24879705431065,0.000777678940761964
3769,gene_A,2.0635955,19.543415,7.3507543,23.115616,2.2075424,3.3307114,3.389867,0.062166654,3769,0,19.543415919569306,0.007358268098421094
3770,gene_A,1.8444761,20.484678,6.853331,23.55679,2.0796678,3.3477263,3.4061158,0.062166654,3770,0,20.484679076255443,0.0007417534767434498
3771,gene_A,1.5902051,21.71899,6.150706,24.198246,1.8843182,3.3687317,3.4275942,0.062166654,3771,0,21.71898931796609,0.00513242967124453
3772,gene_A,1.3058931,21.195736,5.1210318,23.083733,1.5740224,3.3803508,3.4413307,0.062166654,3772,0,21.195737330509406,0.019018659011140103
3773,gene_A,1.9430478,22.321287,6.9641232,25.535583,2.0963998,3.35866,3.4127955,0.062166654,3773,0,22.32128687720313,0.034775538879037775
3774,gene_A,2.1181352,21.692286,7.3539658,25.303024,2.1958604,3.3461676,3.400689,0.062166654,3774,0,21.6922856572979,0.07898149893170053
3775,gene_A,1.9500892,21.053226,7.0445046,24.329311,2.1238012,3.3478045,3.4045198,0.062166654,3775,0,21.053228117205716,0.12709286170370745
3776,gene_A,1.8634775,20.759848,6.878722,23.86222,2.0843475,3.3491793,3.4069111,0.062166654,3776,0,20.759847343867232,0.13305562318409672
3777,gene_A,2.2993894,20.151499,7.8016653,24.200882,2.3145518,3.3263712,3.3830104,0.062166654,3777,0,20.151498122124636,0.09816476986924264
3778,gene_A,2.303121,20.548473,7.792448,24.591747,2.3103929,3.3292944,3.385101,0.062166654,3778,0,20.548470928131696,0.042876140074487444
3779,gene_A,2.373809,20.655432,7.9233885,24.8449,2.3408804,3.327902,3.3831325,0.062166654,3779,0,20.655431594052136,0.07884417680998451
3780,gene_A,1.9289268,20.809893,7.0127597,24.04987,2.1173296,3.3467114,3.404026,0.062166654,3780,0,20.809892621218687,0.015253421790839453
3781,gene_A,1.6308728,19.294641,6.4209766,21.955502,1.9733598,3.3470821,3.409866,0.062166654,3781,0,19.294640664799456,0.0076013103996042004
3782,gene_A,1.7511858,17.286568,6.848108,20.278778,2.1002066,3.324165,3.3896646,0.062166654,3782,0,17.286566930509046,0.017253780888225073
3783,gene_A,1.5561775,17.852076,6.291355,20.4085,1.9437312,3.3377912,3.4042678,0.062166654,3783,0,17.852075332691257,0.020000999427034108
3784,gene_A,1.5453981,19.273548,6.1622667,21.751911,1.8990903,3.3503044,3.4142833,0.062166654,3784,0,19.27354899477274,0.02709247827061239
3785,gene_A,1.3751197,20.513903,5.4432974,22.578245,1.6758841,3.3699288,3.4322057,0.062166654,3785,0,20.513903128664104,0.07420361606485558
3786,gene_A,1.2622714,20.158384,5.03392,21.994299,1.5524243,3.3738058,3.4368963,0.062166654,3786,0,20.15838390148905,0.04114007478740292
3787,gene_A,1.5720737,20.41178,6.1799984,22.902954,1.899308,3.3585496,3.4201849,0.062166654,3787,0,20.411779593063113,0.12366483747799017
3788,gene_A,1.2592946,20.384373,5.003395,22.20474,1.541913,3.376032,3.4386256,0.062166654,3788,0,20.38437222276204,0.03452562925840749
3789,gene_A,1.3233243,20.58262,5.237191,22.532825,1.612532,3.3737152,3.4359381,0.062166654,3789,0,20.582621011388856,0.0
3790,gene_A,1.3285673,20.574245,5.2582865,22.536062,1.6190307,3.373304,3.43554,0.062166654,3790,0,20.574245345739186,7.954414913817839e-05
3791,gene_A,1.6549797,21.820084,6.3376045,24.435163,1.9372653,3.366903,3.424527,0.062166654,3791,0,21.820083867209178,0.001732257239587455
3792,gene_A,1.8630725,22.266388,6.8010664,25.311619,2.056339,3.3617215,3.4163423,0.062166654,3792,0,22.266388223990248,0.017469770559123667
3793,gene_A,1.797486,22.444828,6.6519237,25.342667,2.0178437,3.3660705,3.420726,0.062166654,3793,0,22.444829934153848,0.07395313894498912
3794,gene_A,1.5553274,22.705526,5.960473,25.071177,1.8229436,3.3791387,3.43649,0.062166654,3794,0,22.705525870338786,0.055243211226730246
3795,gene_A,1.643131,21.238565,6.338912,23.85067,1.9405371,3.3626084,3.421515,0.062166654,3795,0,21.238565853412474,0.06242373102629487
3796,gene_A,1.9427058,19.579449,7.104652,22.89389,2.147293,3.335895,3.3956406,0.062166654,3796,0,19.579448681304136,0.09347765822052155
3797,gene_A,2.3098605,20.585077,7.8045783,24.641314,2.313181,3.329323,3.3850183,0.062166654,3797,0,20.585077189661497,0.026221798974891186
3798,gene_A,2.6013072,21.557623,8.320258,26.198317,2.4302266,3.3279998,3.3802488,0.062166654,3798,0,21.557622835047322,0.0
3799,gene_A,3.1458259,22.39715,9.284792,28.164541,2.6487486,3.321082,3.368787,0.062166654,3799,0,22.39715016381176,2.3543515554546443e-05
3800,gene_A,2.84926,23.265982,8.721866,28.375051,2.516644,3.333794,3.38132,0.062166654,3800,0,23.265981256996646,0.0
3801,gene_A,2.5858512,23.539654,8.225148,28.078634,2.400088,3.3426366,3.3908663,0.062166654,3801,0,23.53965312753659,0.0
3802,gene_A,2.546624,23.380907,8.153983,27.842016,2.383655,3.3427422,3.3914995,0.062166654,3802,0,23.38090695930022,1.8439777803976433e-05
3803,gene_A,3.4096282,23.159254,9.742731,29.460976,2.7514038,3.3207986,3.365371,0.062166654,3803,0,23.159254042832064,0.0
3804,gene_A,2.9035962,24.032751,8.79759,29.231525,2.5312977,3.3378236,3.3835337,0.062166654,3804,0,24.032748726055853,0.0
3805,gene_A,2.679986,21.9176,8.456756,26.712778,2.460879,3.3284085,3.3795195,0.062166654,3805,0,21.9176004778471,1.8609808319089205e-05
3806,gene_A,2.7562888,22.776884,8.56818,27.704874,2.483171,3.3326287,3.3815858,0.062166654,3806,0,22.776886566675905,0.0
3807,gene_A,3.117756,21.384037,9.275704,27.123997,2.6518424,3.3142016,3.3641727,0.062166654,3807,0,21.38403643336763,2.0773556959821917e-05
3808,gene_A,3.2941182,21.877413,9.58188,27.974243,2.7204218,3.3138628,3.3618038,0.062166654,3808,0,21.877413103254874,0.0008155225464835318
3809,gene_A,3.1383667,21.725132,9.29936,27.497896,2.6555696,3.316266,3.3654099,0.062166654,3809,0,21.725131274020345,0.0
3810,gene_A,3.391941,22.62423,9.73262,28.904728,2.7517655,3.3172023,3.3630178,0.062166654,3810,0,22.624229183586714,0.0
3811,gene_A,3.558389,23.854433,9.99318,30.449692,2.8066356,3.3226364,3.364836,0.062166654,3811,0,23.85443304089954,2.114248362365332e-05
3812,gene_A,2.9574018,24.667429,8.873252,29.959772,2.546006,3.3411367,3.3852332,0.062166654,3812,0,24.667429334743776,0.0005929169501110867
3813,gene_A,2.7734172,25.580997,8.51348,30.449253,2.4602473,3.351856,3.395,0.062166654,3813,0,25.580996735967325,0.0
3814,gene_A,2.4870658,26.808294,7.849799,31.025415,2.2882657,3.3731742,3.4154246,0.062166654,3814,0,26.808295045580486,0.0
3815,gene_A,2.2029033,28.164742,7.204124,31.72238,2.1220965,3.3956356,3.4365864,0.062166654,3815,0,28.164742194507415,1.5258151272764636e-05
3816,gene_A,2.0891285,27.752325,6.988598,31.079372,2.0709152,3.397202,3.439529,0.062166654,3816,0,27.752324986263595,0.0
3817,gene_A,1.9693716,27.410254,6.759909,30.490894,2.0163994,3.3996086,3.4431958,0.062166654,3817,0,27.410252630935375,4.7654842376021146e-05
3818,gene_A,2.2725706,28.263222,7.338957,31.967789,2.154414,3.3936398,3.4340322,0.062166654,3818,0,28.263221205894002,0.002279643719208714
3819,gene_A,1.8332735,27.458178,6.446197,30.2422,1.9346602,3.4068098,3.4510732,0.062166654,3819,0,27.45817723484821,0.0
3820,gene_A,1.690164,27.763483,6.0041237,30.223736,1.8069779,3.4165912,3.462394,0.062166654,3820,0,27.763483122314927,5.101194438856201e-05
3821,gene_A,1.7428457,29.924625,6.0043974,32.415344,1.7946799,3.432795,3.4737961,0.062166654,3821,0,29.924623577693655,0.0
3822,gene_A,2.0226226,29.607615,6.755862,32.72071,2.00244,3.4153318,3.4544342,0.062166654,3822,0,29.60761407980881,1.2956539960827787e-05
3823,gene_A,1.6367724,30.420408,5.6420307,32.657696,1.6871239,3.4420846,3.4838986,0.062166654,3823,0,30.420408013490434,0.00034334360724333127
3824,gene_A,1.7557933,30.858644,5.9748135,33.341026,1.7808347,3.440253,3.4793344,0.062166654,3824,0,30.858645070152452,0.0
3825,gene_A,1.9454428,30.567034,6.521962,33.47638,1.9357817,3.4279726,3.4652848,0.062166654,3825,0,30.56703366535353,4.911545434287278e-05
3826,gene_A,1.7381282,29.815208,5.998118,32.29987,1.7934932,3.432073,3.4733527,0.062166654,3826,0,29.815207530302374,0.002013386024971683
3827,gene_A,2.3016765,30.614956,7.2853184,34.296898,2.1284406,3.4114206,3.4469204,0.062166654,3827,0,30.614955631699992,0.006701717825620911
3828,gene_A,2.408113,28.478361,7.603683,32.467392,2.2181673,3.389899,3.4291644,0.062166654,3828,0,28.478360623994707,0.0031123939230336814
3829,gene_A,2.286133,27.409197,7.408506,31.173847,2.176268,3.3861487,3.4282048,0.062166654,3829,0,27.409196072522587,0.02809181071535031
3830,gene_A,1.9565895,25.745419,6.817464,28.861128,2.0401952,3.3864331,3.4334753,0.062166654,3830,0,25.745418310175424,0.07698903940321414
3831,gene_A,1.8900392,27.363415,6.5966516,30.273966,1.9760045,3.4028983,3.4469135,0.062166654,3831,0,27.363417525883783,0.0
3832,gene_A,2.0925014,27.763012,6.995029,31.096954,2.0724473,3.3971431,3.4394329,0.062166654,3832,0,27.763011801023552,0.0
3833,gene_A,2.082236,27.550056,6.9846897,30.86971,2.071116,3.3958354,3.4386065,0.062166654,3833,0,27.55005835580938,1.3337661516605745e-05
3834,gene_A,1.7438033,25.31543,6.3528433,27.987658,1.9217895,3.392691,3.4421692,0.062166654,3834,0,25.315430103027335,0.0006668291645198783
3835,gene_A,1.6383287,26.883688,5.9115815,29.265299,1.7853822,3.4114358,3.459673,0.062166654,3835,0,26.883689860858816,0.005291915753022795
3836,gene_A,1.3764582,26.23034,4.9858646,28.066765,1.5075936,3.420646,3.4716978,0.062166654,3836,0,26.230336534664094,0.02098971061154075
3837,gene_A,1.6286448,27.549723,5.833164,29.883772,1.7589887,3.4176676,3.4648752,0.062166654,3837,0,27.549723127114742,0.00987549761041188
3838,gene_A,1.4562266,26.096615,5.313697,28.112457,1.6091365,3.4145012,3.4658377,0.062166654,3838,0,26.096615204816672,0.03072313582512522
3839,gene_A,2.0913956,25.78023,7.094889,29.184986,2.1087377,3.3808208,3.4271588,0.062166654,3839,0,25.78022988071522,0.06987358964517568
3840,gene_A,2.4620447,26.71299,7.8026524,30.879913,2.2771194,3.373422,3.41599,0.062166654,3840,0,26.71299021196223,0.053214430467374424
3841,gene_A,2.394498,25.913565,7.704636,29.96392,2.257552,3.3696058,3.4141438,0.062166654,3841,0,25.9135648784911,0.10230260750829262
3842,gene_A,2.1218143,25.324968,7.181643,28.81175,2.1329124,3.3757453,3.4228694,0.062166654,3842,0,25.324967691423772,0.14434892078479608
3843,gene_A,1.9570853,24.677086,6.872633,27.833878,2.0600154,3.3775778,3.4268043,0.062166654,3843,0,24.677083846744164,0.16891038521663948
3844,gene_A,1.7638742,23.33012,6.523477,26.121824,1.9791356,3.3748412,3.4281228,0.062166654,3844,0,23.330120932635488,0.1574798662172983
3845,gene_A,1.6438183,23.361483,6.196483,25.892708,1.8883308,3.3804457,3.4352841,0.062166654,3845,0,23.361482454828696,0.20752306172773746
3846,gene_A,1.7728055,24.85433,6.4619484,27.606817,1.9546937,3.3871238,3.4372733,0.062166654,3846,0,24.854329778732705,0.20815125176165172
3847,gene_A,1.6434811,26.21151,5.977427,28.630865,1.8082502,3.4053583,3.4547133,0.062166654,3847,0,26.21150988837402,0.13985816539370757
3848,gene_A,1.7150675,24.783192,6.308863,27.413664,1.912538,3.389449,3.4403903,0.062166654,3848,0,24.78319087291823,0.07829693511814591
3849,gene_A,1.7776073,26.096262,6.3923264,28.811789,1.9281994,3.3978407,3.445309,0.062166654,3849,0,26.096262557759708,0.013413468299660974
3850,gene_A,1.7644258,25.113651,6.4236174,27.838175,1.9427204,3.3898416,3.4395132,0.062166654,3850,0,25.11365104254593,0.007060702955079249
3851,gene_A,1.7417933,26.161951,6.2843328,28.797256,1.8972399,3.4002178,3.4480393,0.062166654,3851,0,26.161951908597096,0.0037265493156646195
3852,gene_A,1.8323908,24.429617,6.628605,27.32717,2.0011811,3.3809905,3.4313242,0.062166654,3852,0,24.429616083254317,0.0
3853,gene_A,1.9354601,24.97367,6.813049,28.072805,2.043573,3.3809788,3.4296987,0.062166654,3853,0,24.9736664452646,0.0
3854,gene_A,2.2750254,25.937315,7.459586,29.730925,2.197214,3.3745956,3.419695,0.062166654,3854,0,25.937314942464454,1.672783080976589e-05
3855,gene_A,2.3659518,25.020895,7.6916676,29.041576,2.2595136,3.363457,3.4099367,0.062166654,3855,0,25.020895121742075,0.00023002554947758327
3856,gene_A,1.8114568,26.416956,6.460564,29.193441,1.9450567,3.39881,3.4453228,0.062166654,3856,0,26.41695582631706,0.0021367468372434496
3857,gene_A,1.7040325,23.870914,6.3433485,26.512613,1.9277558,3.38202,3.4349377,0.062166654,3857,0,23.87091439624145,0.0
3858,gene_A,1.7425175,23.932028,6.44061,26.654478,1.954083,3.3807316,3.4330647,0.062166654,3858,0,23.93202828883608,0.0012149724728503966
3859,gene_A,1.4965118,24.504042,5.5952086,26.671432,1.7028984,3.3980787,3.4521232,0.062166654,3859,0,24.504041191992975,0.0
3860,gene_A,1.6063732,24.95016,5.957664,27.338356,1.8098178,3.3962,3.4484456,0.062166654,3860,0,24.950159951865416,0.0036342009889697145
3861,gene_A,1.4304956,24.317904,5.353978,26.349592,1.629975,3.4003778,3.4549894,0.062166654,3861,0,24.317902936077648,0.02684829415576525
3862,gene_A,1.718325,25.629038,6.2546296,28.233967,1.8919411,3.396707,3.4459167,0.062166654,3862,0,25.62903956077774,0.0
3863,gene_A,1.6387712,24.329271,6.10576,26.812021,1.8563253,3.3891704,3.442169,0.062166654,3863,0,24.32927186185453,0.0
3864,gene_A,1.4443448,24.155806,5.42114,26.224024,1.6513486,3.3980696,3.4529376,0.062166654,3864,0,24.155805830801246,1.5201087537668194e-05
